DISTRICT,AREA_CLUSTER_OF_AREAS,TOTAL_NUMBER_OF_VENUES,TOTAL_NUMBER_OF_EGMS,TOTAL_GMP_NZD,DATE,INDEX
AUCKLAND CITY,Glendowie/ Orakei,4,30,170374.86,2010-12-01,1
AUCKLAND CITY,Mission Bay/ Remuera,3,41,512135.46,2010-12-01,1
AUCKLAND CITY,Newmarket,3,54,507424.13,2010-12-01,1
AUCKLAND CITY,Eden Terrace/ Grafton/ Penrose,4,63,1039201.09,2010-12-01,1
AUCKLAND CITY,Mt Roskill/ Sandringham/ Three Kings,5,38,725155.82,2010-12-01,1
AUCKLAND CITY,Point Chevalier,5,76,860783.25,2010-12-01,1
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,5,79,1566231.62,2010-12-01,1
AUCKLAND CITY,Panmure,7,102,1520356.39,2010-12-01,1
AUCKLAND CITY,Ostend/ Surfdale (Waiheke),3,27,265728.27,2010-12-01,1
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,6,74,973461.62,2010-12-01,1
BULLER DISTRICT,Westport,6,60,549261.58,2010-12-01,1
BULLER DISTRICT,Cape Foulwind/ Karamea/ Reefton,4,21,145626.9,2010-12-01,1
CARTERTON DISTRICT,Carterton,4,50,311186.82,2010-12-01,1
CENTRAL HAWKE'S BAY DISTRICT,Ongaonga/ Otane/ Waipawa/Waipukurau,6,67,560270.05,2010-12-01,1
CENTRAL OTAGO DISTRICT,Alexandra,4,59,447691.35,2010-12-01,1
CENTRAL OTAGO DISTRICT,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly,5,18,85517.59,2010-12-01,1
CENTRAL OTAGO DISTRICT,Cromwell,4,52,317567.04,2010-12-01,1
CENTRAL OTAGO DISTRICT,Roxburgh,3,10,56722.25,2010-12-01,1
CHATHAM ISLANDS DISTRICT,Chatham Islands,1,2,53200.58,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Ferrymead/ Heathcote Valley/ Sumner,3,32,133012.28,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Avonhead/ Sockburn/ Upper Riccarton,4,72,1192660.57,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Christchurch Central,14,203,1828873.48,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,New Brighton,7,101,1057973.42,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Barrington/ Hillmorton/ Hoon Hay/ Spreydon,4,48,648114.74,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Hilsborough/ Huntsbury/ Opawa,4,72,834006.25,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Addington/ Middleton/ Waltham,4,64,928604.29,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Belfast/ Kainga,3,42,582761.96,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Aranui/ Bromley/ Richmond/ Wainoni,5,90,1186950.74,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Halswell,3,45,746606.95,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Riccarton,6,107,1034887.81,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood,6,84,978614.89,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,North New Brighton/ Parklands/ Waimari Beach,4,63,811604.29,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Sydenham,5,75,385881.27,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Akaroa/ Duvachelle,3,26,130743.36,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,St Albans,3,54,524337.46,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,5,90,1052383.14,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Bishopdale,3,54,1224011.8,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Philipstown,3,51,538230.88,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,5,78,872058.65,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,5,76,852764.99,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Lyttleton,3,29,183539.69,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,4,72,872891.63,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Woolston,3,54,871636.13,2010-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,4,54,721169.87,2010-12-01,1
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,4,28,158129.34,2010-12-01,1
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,4,13,79358.63,2010-12-01,1
CLUTHA DISTRICT,Balclutha,3,34,249070.19,2010-12-01,1
DUNEDIN CITY,Green Island,3,35,308974.76,2010-12-01,1
DUNEDIN CITY,Dunedin Central,10,132,1203044.57,2010-12-01,1
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,5,52,471833.02,2010-12-01,1
DUNEDIN CITY,North Dunedin,3,36,224555.18,2010-12-01,1
DUNEDIN CITY,Caversham/ Kensington,3,45,332737.62,2010-12-01,1
DUNEDIN CITY,Concord/ Kew/ Mornington,3,45,485023.18,2010-12-01,1
DUNEDIN CITY,Mosgiel,5,63,614937.84,2010-12-01,1
DUNEDIN CITY,South Dunedin,3,42,413315.74,2010-12-01,1
DUNEDIN CITY,St Kilda,5,60,536938.56,2010-12-01,1
DUNEDIN CITY,Waihola/ Waikouaiti,3,17,59735.61,2010-12-01,1
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,3,26,177584.89,2010-12-01,1
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,5,45,285396.02,2010-12-01,1
FAR NORTH DISTRICT,Kaitaia,4,63,856990.1,2010-12-01,1
FAR NORTH DISTRICT,Cooper’s Beach/ Maungonui/ Taipa Bay,3,37,229972.6,2010-12-01,1
FAR NORTH DISTRICT,Paihia,3,30,290805.1,2010-12-01,1
FAR NORTH DISTRICT,Kaeo/ Kerikeri,3,54,600434.99,2010-12-01,1
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,5,37,312760.84,2010-12-01,1
FAR NORTH DISTRICT,Kaikohe,4,56,748337.7,2010-12-01,1
FAR NORTH DISTRICT,Kawakawa,3,40,445142.34,2010-12-01,1
FRANKLIN DISTRICT,Kaiaua/ Mercer,3,30,277535.46,2010-12-01,1
FRANKLIN DISTRICT,Pukekohe,8,96,1306763.47,2010-12-01,1
FRANKLIN DISTRICT,Clarks Beach/ Patumahoe,3,44,299718.15,2010-12-01,1
FRANKLIN DISTRICT,Waiuku,3,45,498483.38,2010-12-01,1
FRANKLIN DISTRICT,Ramarama/ Tuakau,3,41,346216.18,2010-12-01,1
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,14,210,2428020.2,2010-12-01,1
GORE DISTRICT,Gore/ Mataura,7,85,758479.6,2010-12-01,1
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,4,12,72319.18,2010-12-01,1
GREY DISTRICT,Greymouth,7,90,883995.6,2010-12-01,1
GREY DISTRICT,Cobden/ Rapahoe/ Runanga,3,14,98437.62,2010-12-01,1
HAMILTON CITY,Claudelands,3,45,612767.2,2010-12-01,1
HAMILTON CITY,Frankton,4,57,649670.91,2010-12-01,1
HAMILTON CITY,Hamilton Central,13,202,2100134.14,2010-12-01,1
HAMILTON CITY,Beerescourt/ Chartwell,3,36,510585.84,2010-12-01,1
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,3,45,664345.89,2010-12-01,1
HAMILTON CITY,Glenview/ hamilton East,3,41,406181.15,2010-12-01,1
HAMILTON CITY,Nawton/ Te Rapa,3,54,989213.62,2010-12-01,1
HASTINGS DISTRICT,Hastings Central,19,269,3324163.23,2010-12-01,1
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,5,81,784406.79,2010-12-01,1
HAURAKI DISTRICT,Waihi,4,57,417893.77,2010-12-01,1
HAURAKI DISTRICT,Ngatea/ Paeroa,4,57,554929.36,2010-12-01,1
HOROWHENUA DISTRICT,Mangaore-Manakau/ Shannon,3,27,140793.55,2010-12-01,1
HOROWHENUA DISTRICT,Levin,8,138,1593035.54,2010-12-01,1
HOROWHENUA DISTRICT,Foxton,3,35,275715.4,2010-12-01,1
HURUNUI DISTRICT,Hamner Springs,3,25,172242.7,2010-12-01,1
HURUNUI DISTRICT,Amberley/ Leithfield Beach,3,18,111092.26,2010-12-01,1
HURUNUI DISTRICT,Cheviot/ Harwarden/ Waipara,3,13,55819.13,2010-12-01,1
HURUNUI DISTRICT,Culverden/ Rotherham/ Waiau,3,8,35597.08,2010-12-01,1
INVERCARGILL CITY,Invercargill Central,11,145,1325793.2,2010-12-01,1
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,4,72,1065487.09,2010-12-01,1
INVERCARGILL CITY,Hawthorndale/ Makarewa/ Waikiwi,3,44,812798.14,2010-12-01,1
INVERCARGILL CITY,Bluff,3,25,151815.24,2010-12-01,1
INVERCARGILL CITY,Clifton/ Newfield/ Richmond,3,46,626053.27,2010-12-01,1
KAIKOURA DISTRICT,Kaikoura Township,4,48,265860.8,2010-12-01,1
KAIPARA DISTRICT,Dargaville,4,37,392340.43,2010-12-01,1
KAIPARA DISTRICT,Kaiwaka/ Mangawhai,3,23,171731.29,2010-12-01,1
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai,3,9,70679.42,2010-12-01,1
KAPITI COAST DISTRICT,Paraparaumu,6,95,1058927.23,2010-12-01,1
KAPITI COAST DISTRICT,Otaki,5,72,525431.17,2010-12-01,1
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,4,57,647509.27,2010-12-01,1
KAWERAU DISTRICT,Kawerau,4,54,609108.92,2010-12-01,1
LOWER HUTT CITY,Lower Hutt Central,9,142,2146892.27,2010-12-01,1
LOWER HUTT CITY,Petone,7,126,1803885.69,2010-12-01,1
LOWER HUTT CITY,Eastbourne/ Holborn/ Stokes Valley/ Woburn,5,58,641849.13,2010-12-01,1
LOWER HUTT CITY,Moera/ Taita,3,44,545875.7,2010-12-01,1
LOWER HUTT CITY,Hutt Central,3,35,308097.96,2010-12-01,1
LOWER HUTT CITY,Wainuiomata,6,87,804971.11,2010-12-01,1
LOWER HUTT CITY,Naenae,5,57,433977.09,2010-12-01,1
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,5,41,208697.63,2010-12-01,1
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,4,28,109748.42,2010-12-01,1
MANAWATU DISTRICT,Fielding,6,90,781022.01,2010-12-01,1
MANUKAU CITY,Howick,9,144,2483939.51,2010-12-01,1
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,4,48,454992.13,2010-12-01,1
MANUKAU CITY,Papatoetoe,8,102,1464410.76,2010-12-01,1
MANUKAU CITY,Manurewa,10,151,3570031.96,2010-12-01,1
MANUKAU CITY,Mangere Bridge,3,39,1061332.09,2010-12-01,1
MANUKAU CITY,Manukau City,14,198,4111527.16,2010-12-01,1
MANUKAU CITY,Clendon/ Mangere East/ Wiri,3,41,904781.18,2010-12-01,1
MANUKAU CITY,Otara,5,81,1352786.17,2010-12-01,1
MANUKAU CITY,Mangere,3,45,916613.12,2010-12-01,1
MANUKAU CITY,Pakuranga,4,62,910912.29,2010-12-01,1
MANUKAU CITY,East Tamaki/ Flat Bush,3,36,782172.23,2010-12-01,1
MARLBOROUGH DISTRICT,Blenheim,10,163,1560082.48,2010-12-01,1
MARLBOROUGH DISTRICT,Picton,5,51,317631.92,2010-12-01,1
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,5,46,256679.08,2010-12-01,1
MASTERTON DISTRICT,Masterton,8,116,1077183.18,2010-12-01,1
MATAMATA-PIAKO DISTRICT,Matamata,4,62,613431.86,2010-12-01,1
MATAMATA-PIAKO DISTRICT,Morrinsville,4,51,411614.45,2010-12-01,1
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,6,57,383491.84,2010-12-01,1
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,4,54,366736.43,2010-12-01,1
NAPIER CITY,Ahuriri,3,41,388891.39,2010-12-01,1
NAPIER CITY,Maraenui/ Onekawa/ Westshore,3,45,629155.47,2010-12-01,1
NAPIER CITY,Taradale,4,68,936867.49,2010-12-01,1
NAPIER CITY,Napier City/Marewa,9,155,1956319.5,2010-12-01,1
NELSON CITY,Nelson Central,13,191,1775361.63,2010-12-01,1
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,5,60,691306.57,2010-12-01,1
NEW PLYMOUTH DISTRICT,New Plymouth Central,18,249,2463000.95,2010-12-01,1
NEW PLYMOUTH DISTRICT,Waitara,4,49,427640.53,2010-12-01,1
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,4,34,59875.52,2010-12-01,1
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,4,50,627751.62,2010-12-01,1
NORTH SHORE CITY,Albany,7,99,1289071.13,2010-12-01,1
NORTH SHORE CITY,Browns Bay,6,88,727472.55,2010-12-01,1
NORTH SHORE CITY,Greenhithe/ Northcote,3,45,374997.06,2010-12-01,1
NORTH SHORE CITY,Belmont/ Devonport/ Milford,5,88,723601.87,2010-12-01,1
NORTH SHORE CITY,Takapuna Central,7,111,1354205.59,2010-12-01,1
NORTH SHORE CITY,Birkenhead,5,49,525884.51,2010-12-01,1
NORTH SHORE CITY,Glenfield / Mairangi Bay/ North Harbour,9,128,2401641.59,2010-12-01,1
OPOTIKI DISTRICT,Opotiki/ Te Kaha,5,65,630041.91,2010-12-01,1
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,4,50,318482.67,2010-12-01,1
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,30,436,4510587.06,2010-12-01,1
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,12,194,3318958.25,2010-12-01,1
PORIRUA CITY,Porirua/ Judgeford,9,133,1955277.62,2010-12-01,1
PORIRUA CITY,Plimmerton/ Mana-Camborne/ Whitby,3,29,410354.56,2010-12-01,1
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,5,54,567881.34,2010-12-01,1
QUEENSTOWN-LAKES DISTRICT,Queenstown,5,53,254451.86,2010-12-01,1
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Hawea Flat,3,23,143314.81,2010-12-01,1
QUEENSTOWN-LAKES DISTRICT,Wanaka,3,31,261810.48,2010-12-01,1
RANGITIKEI DISTRICT,Hunterville/ Taihape,3,17,122305.68,2010-12-01,1
RANGITIKEI DISTRICT,Bulls,3,33,270636.55,2010-12-01,1
RANGITIKEI DISTRICT,Marton,3,36,385557.92,2010-12-01,1
RODNEY DISTRICT,Orewa,5,71,876519.82,2010-12-01,1
RODNEY DISTRICT,Huapai/ Kumeu/ Riverhead,3,42,348338.89,2010-12-01,1
RODNEY DISTRICT,Snell’s Beach/ Wellsford,3,33,286921.1,2010-12-01,1
RODNEY DISTRICT,Helensville/ Kaukapakapa/ Parakai,4,39,242858.88,2010-12-01,1
RODNEY DISTRICT,Warkworth,3,44,430987.55,2010-12-01,1
RODNEY DISTRICT,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,7,99,1050413.06,2010-12-01,1
ROTORUA DISTRICT,Rotorua Central,18,288,4374530.45,2010-12-01,1
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,4,56,578905.04,2010-12-01,1
ROTORUA DISTRICT,Ngongotaha/ Selwyn Heights,4,37,337059.18,2010-12-01,1
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,3,35,366309.82,2010-12-01,1
RUAPEHU DISTRICT,Taumarunui Central,3,45,401229.21,2010-12-01,1
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,3,42,256680.41,2010-12-01,1
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,3,7,35628.6,2010-12-01,1
SELWYN DISTRICT,Darfield/ Prebbleton,3,20,158211.3,2010-12-01,1
SELWYN DISTRICT,Dunsandel/ Rolleston,3,31,343859.54,2010-12-01,1
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,4,18,108025.39,2010-12-01,1
SOUTH TARANAKI DISTRICT,Patea/ Waverley,3,21,119782.58,2010-12-01,1
SOUTH TARANAKI DISTRICT,Hawera,6,74,903006.95,2010-12-01,1
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,3,25,222085.04,2010-12-01,1
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Normanby,3,24,121294.51,2010-12-01,1
SOUTH WAIKATO DISTRICT,Tokoroa,8,133,1534637.64,2010-12-01,1
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,5,56,410456.69,2010-12-01,1
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,4,45,222870.69,2010-12-01,1
SOUTH WAIRARAPA DISTRICT,Greytown,3,31,199197.07,2010-12-01,1
SOUTHLAND DISTRICT,Riverton,4,26,129445.36,2010-12-01,1
SOUTHLAND DISTRICT,Winton,3,28,222300.01,2010-12-01,1
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,5,17,102937.91,2010-12-01,1
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,5,21,81460.32,2010-12-01,1
SOUTHLAND DISTRICT,Nightcaps/ Otautau,3,15,92596.64,2010-12-01,1
SOUTHLAND DISTRICT,Te Anau,3,31,269347.76,2010-12-01,1
STRATFORD DISTRICT,Stratford,5,49,421796.7,2010-12-01,1
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,5,32,174241,2010-12-01,1
TARARUA DISTRICT,Pahiatua,4,33,213449.97,2010-12-01,1
TARARUA DISTRICT,Dannevirke,4,69,578376.95,2010-12-01,1
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,4,22,140626.12,2010-12-01,1
TASMAN DISTRICT,Richmond,4,68,767472.43,2010-12-01,1
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,4,31,177634.13,2010-12-01,1
TASMAN DISTRICT,Motueka,4,54,588333.98,2010-12-01,1
TAUPO DISTRICT,Taupo,12,150,1848788.52,2010-12-01,1
TAUPO DISTRICT,Mangakino/ Turangi,4,56,405079.5,2010-12-01,1
TAURANGA DISTRICT,Tauranga Central,25,357,4520408.5,2010-12-01,1
TAURANGA DISTRICT,Mt Maunganui,12,149,1689706.38,2010-12-01,1
TAURANGA DISTRICT,Greerton/ Papamoa,5,66,1027811.48,2010-12-01,1
THAMES-COROMANDEL DISTRICT,Coromandel,4,34,287692.79,2010-12-01,1
THAMES-COROMANDEL DISTRICT,Whitianga,5,67,516001.75,2010-12-01,1
THAMES-COROMANDEL DISTRICT,Thames,9,110,744042.7,2010-12-01,1
THAMES-COROMANDEL DISTRICT,Whangamata,5,75,566607.59,2010-12-01,1
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,4,29,161835.5,2010-12-01,1
TIMARU DISTRICT,Timaru Gardens,5,72,944662.66,2010-12-01,1
TIMARU DISTRICT,Timaru,9,106,884243.87,2010-12-01,1
TIMARU DISTRICT,Geraldine,4,32,232861.85,2010-12-01,1
TIMARU DISTRICT,Temuka,6,53,396459.69,2010-12-01,1
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,10,148,2255549.29,2010-12-01,1
WAIKATO DISTRICT,Ngaruwahia,4,50,377893.17,2010-12-01,1
WAIKATO DISTRICT,Huntly,4,59,614625.28,2010-12-01,1
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,4,50,361041.35,2010-12-01,1
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,3,30,192982.81,2010-12-01,1
WAIMAKARIRI DISTRICT,Kaiapoi,5,65,683657.03,2010-12-01,1
WAIMAKARIRI DISTRICT,Oxford/ Woodend,3,39,249432.58,2010-12-01,1
WAIMAKARIRI DISTRICT,Rangiora,6,89,899829,2010-12-01,1
WAIMATE DISTRICT,Waimate,5,34,234640.75,2010-12-01,1
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,8,117,1150249.7,2010-12-01,1
WAIPA DISTRICT,Cambridge,6,95,781535.9,2010-12-01,1
WAIROA DISTRICT,Mahia Beach/ Wairoa,4,58,599619.3,2010-12-01,1
WAITAKERE CITY,New Lynn,8,99,1636273.5,2010-12-01,1
WAITAKERE CITY,Henderson,10,162,3191256.75,2010-12-01,1
WAITAKERE CITY,Glen Eden,5,56,1023203.55,2010-12-01,1
WAITAKERE CITY,Kelston/ Titirangi,3,46,915775.25,2010-12-01,1
WAITAKERE CITY,Te Atatu,3,35,442577.61,2010-12-01,1
WAITAKERE CITY,Hobsonville/Massey/ Swanson/ Waitakere/West Harbour,8,98,1436912.23,2010-12-01,1
WAITAKI DISTRICT,Oamaru,6,83,750392.77,2010-12-01,1
WAITAKI DISTRICT,Hampden/ Maheno/ Palmerston,3,20,80633.11,2010-12-01,1
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,5,26,105929.75,2010-12-01,1
WAITOMO DISTRICT,Awakino/ Piopio/ Te Kuiti,6,78,658720.04,2010-12-01,1
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,19,265,2742983.98,2010-12-01,1
WELLINGTON CITY,Lambton/ Seatoun/ Thorndon,3,25,279879.19,2010-12-01,1
WELLINGTON CITY,Kilbirnie,4,57,918880.28,2010-12-01,1
WELLINGTON CITY,Wellington Central,18,296,3742635.92,2010-12-01,1
WELLINGTON CITY,Newtown,3,54,856193.17,2010-12-01,1
WELLINGTON CITY,Brooklyn/ Karori,3,53,631089.69,2010-12-01,1
WELLINGTON CITY,Strathmore/ Te Aro,3,45,312060.31,2010-12-01,1
WELLINGTON CITY,Island Bay,3,25,270705.74,2010-12-01,1
WELLINGTON CITY,Crofton Downs/ Hataitai/ Miramar/ Newlands,4,61,869156.42,2010-12-01,1
WELLINGTON CITY,Johnsonville/Tawa South,7,107,1173044.99,2010-12-01,1
WESTERN BAY OF PLENTY DISTRICT,Katikati,4,52,373892.48,2010-12-01,1
WESTERN BAY OF PLENTY DISTRICT,Te Puke,6,78,748390.13,2010-12-01,1
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,5,65,368038.28,2010-12-01,1
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,7,65,522666.83,2010-12-01,1
WHAKATANE DISTRICT,Whakatane Central,8,120,1654046.28,2010-12-01,1
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,3,40,395676,2010-12-01,1
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,4,47,298700.69,2010-12-01,1
WHANGAREI DISTRICT,Marsden Point/ Ruakaka/ Waipu,3,43,287007.02,2010-12-01,1
WHANGAREI DISTRICT,Hikurangi/ Kamo/ Parua Bay/ Tikipunga,5,58,629402.41,2010-12-01,1
WHANGAREI DISTRICT,Whangarei Central,16,224,2766738.49,2010-12-01,1
AUCKLAND CITY,Newmarket/Mission Bay/ Remuera,4,59,798781.6599999999,2012-12-01,1
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Ferrymead/ Hilsborough/ Huntsbury/ Opawa/ Sumner,7,87,1153949.9100000001,2012-12-01,1
DUNEDIN CITY,Andersons Bay/South Dunedin,4,52,523089.09,2012-12-01,1
DUNEDIN CITY,Port Chalmers/Waihola/ Waikouaiti,4,28,197848.31,2012-12-01,1
FAR NORTH DISTRICT,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,5,39,327758.79,2012-12-01,1
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,4,32,274276.9,2012-12-01,1
HURUNUI DISTRICT,Amberley/ Leithfield Beach/Waipara,4,24,144425.97999999998,2012-12-01,1
HURUNUI DISTRICT,Cheviot/ Culverden/Rotherham/ Waiau,5,20,101917.15000000001,2012-12-01,1
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,5,62,883283.78,2012-12-01,1
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,8,79,436215.41000000003,2012-12-01,1
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,9,64,649582.07,2012-12-01,1
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,7,88,946349.25,2012-12-01,1
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,5,43,325357.88,2012-12-01,1
CENTRAL HAWKE'S BAY DISTRICT,Ongaonga/ Otane/ Waipawa,3,17,116283.12,2010-06-01,1
CENTRAL HAWKE'S BAY DISTRICT,Waipukurau,5,59,462853.59,2010-06-01,1
NAPIER CITY,Napier City,7,123,1518778.2,2010-06-01,1
NAPIER CITY,Marewa,3,50,520794.73,2010-06-01,1
NORTH SHORE CITY,Glenfield,8,119,2096199.38,2010-06-01,1
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,3,29,523044.64,2010-06-01,1
SOUTH TARANAKI DISTRICT,Eltham/ Normanby,3,28,174380.1,2010-06-01,1
TIMARU DISTRICT,Pleasant Point/ Washdyke,3,24,102303.25,2010-06-01,1
WAITAKERE CITY,Hobsonville/ West Harbour/ Whenuapai West,3,21,100261.61,2010-06-01,1
WAITAKERE CITY,Massey/ Swanson/ Waitakere,6,82,1322533.28,2010-06-01,1
WELLINGTON CITY,Tawa South,3,41,593471.4,2010-06-01,1
WELLINGTON CITY,Johnsonville,4,67,755378.92,2010-06-01,1
AUCKLAND CITY,Newmarket/Mission Bay/ Remuera / Ellerslie/ Greenlane,6,83,1267793.8900000001,2013-09-01,1
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),16,203,3063380.19,2013-09-01,1
DUNEDIN CITY,Dunedin Central/Green Island,12,161,1365074.4899999998,2013-09-01,1
HAURAKI DISTRICT,Ngatea/ Paeroa/ Waihi,6,81,761336.39,2013-09-01,1
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,4,28,210648.48,2013-09-01,1
LOWER HUTT CITY,Taita,3,30,297407.62,2013-09-01,1
LOWER HUTT CITY,Other - Lower Hutt City,5,49,319735.39,2013-09-01,1
LOWER HUTT CITY,Stokes Valley,3,40,422848.49,2013-09-01,1
LOWER HUTT CITY,Alicetown,3,54,635071.45,2013-09-01,1
LOWER HUTT CITY,Hutt City Central,3,43,785578.5800000001,2013-09-01,1
PALMERSTON NORTH CITY,Bunnythorpe/ Longburn/ Rongotea,3,20,99229.5,2013-09-01,1
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,11,153,2576232.4099999997,2013-09-01,1
