DISTRICT,AREA_CLUSTER_OF_AREAS,TOTAL_NUMBER_OF_VENUES,TOTAL_NUMBER_OF_EGMS,TOTAL_GMP_NZD,DATE,INDEX
WELLINGTON CITY,Lambton/ Seatoun/ Thorndon,3,25,250624.49,2011-03-01,5
WELLINGTON CITY,Kilbirnie,4,57,818854.3,2011-03-01,5
WELLINGTON CITY,Wellington Central,18,296,3940167.25,2011-03-01,5
WELLINGTON CITY,Newtown,3,54,770899.87,2011-03-01,5
WELLINGTON CITY,Brooklyn/ Karori,3,53,575827.39,2011-03-01,5
WELLINGTON CITY,Strathmore/ Te Aro,3,45,556635.57,2011-03-01,5
WELLINGTON CITY,Island Bay,3,25,268587.95,2011-03-01,5
WELLINGTON CITY,Crofton Downs/ Hataitai/ Miramar/ Newlands,4,61,820896.07,2011-03-01,5
WESTERN BAY OF PLENTY DISTRICT,Katikati,4,52,352980.58,2011-03-01,5
WESTERN BAY OF PLENTY DISTRICT,Te Puke,6,78,701402.65,2011-03-01,5
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,5,65,395577.49,2011-03-01,5
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,7,65,494035.22,2011-03-01,5
WHAKATANE DISTRICT,Whakatane Central,8,120,1556728.96,2011-03-01,5
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,3,40,334093.91,2011-03-01,5
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,4,47,258666.43,2011-03-01,5
WHANGAREI DISTRICT,Marsden Point/ Ruakaka/ Waipu,3,43,284100.59,2011-03-01,5
WHANGAREI DISTRICT,Hikurangi/ Kamo/ Parua Bay/ Tikipunga,5,58,590006.35,2011-03-01,5
WHANGAREI DISTRICT,Whangarei Central,16,224,2591652.5,2011-03-01,5
CENTRAL HAWKE'S BAY DISTRICT,Ongaonga/ Otane/ Waipawa/Waipukurau,7,74,583897.31,2010-09-01,5
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Ferrymead/ Heathcote Valley/ Sumner,3,32,150991.07,2010-09-01,5
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Hilsborough/ Huntsbury/ Opawa,4,72,790673.64,2010-09-01,5
DUNEDIN CITY,North Dunedin,3,36,224528.63,2010-09-01,5
DUNEDIN CITY,South Dunedin,3,42,426377.05,2010-09-01,5
DUNEDIN CITY,Waihola/ Waikouaiti,3,17,67814.73,2010-09-01,5
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,3,26,182104.77,2010-09-01,5
FAR NORTH DISTRICT,Kaeo/ Kerikeri,3,54,617287.55,2010-09-01,5
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,5,37,300931.75,2010-09-01,5
FRANKLIN DISTRICT,Waiuku,3,45,473608.99,2010-09-01,5
FRANKLIN DISTRICT,Ramarama/ Tuakau,3,41,422801.07,2010-09-01,5
HURUNUI DISTRICT,Amberley/ Leithfield Beach,3,18,100684.05,2010-09-01,5
HURUNUI DISTRICT,Cheviot/ Harwarden/ Waipara,3,13,58515.54,2010-09-01,5
HURUNUI DISTRICT,Culverden/ Rotherham/ Waiau,3,8,38195.44,2010-09-01,5
INVERCARGILL CITY,Clifton/ Newfield/ Richmond,3,46,662054.48,2010-09-01,5
NAPIER CITY,Ahuriri,3,42,362197,2010-09-01,5
NAPIER CITY,Napier City/Marewa,9,155,1829135.51,2010-09-01,5
QUEENSTOWN-LAKES DISTRICT,Queenstown,5,53,280590.58,2010-09-01,5
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,3,7,34269.42,2010-09-01,5
SELWYN DISTRICT,Darfield/ Prebbleton,3,20,142607.96,2010-09-01,5
SELWYN DISTRICT,Dunsandel/ Rolleston,3,31,301369.62,2010-09-01,5
SOUTH TARANAKI DISTRICT,Patea/ Waverley,3,21,142746.84,2010-09-01,5
SOUTH TARANAKI DISTRICT,Hawera,6,74,882165.95,2010-09-01,5
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,3,25,216681.8,2010-09-01,5
WAITAKERE CITY,Hobsonville/Massey/ Swanson/ Waitakere/West Harbour,8,98,1386815.75,2010-09-01,5
WAITAKI DISTRICT,Hampden/ Maheno/ Palmerston,3,20,81013.26,2010-09-01,5
WELLINGTON CITY,Johnsonville/Tawa South,6,90,1186936.78,2010-09-01,5
NORTH SHORE CITY,Glenfield / Mairangi Bay/ North Harbour,11,151,2809327.65,2012-09-01,5
ASHBURTON DISTRICT,Ashburton,8,120,1247079.36,2011-06-01,4
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,5,34,210349.43,2011-06-01,4
AUCKLAND CITY,Newton,8,116,1015980.76,2011-06-01,4
AUCKLAND CITY,Auckland City,13,183,2959243.4,2011-06-01,4
AUCKLAND CITY,Otahuhu,11,172,2614141.33,2011-06-01,4
AUCKLAND CITY,Onehunga,8,106,1653832.71,2011-06-01,4
AUCKLAND CITY,Royal Oak,4,54,741026.35,2011-06-01,4
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,4,43,984602.77,2011-06-01,4
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,5,46,840967.19,2011-06-01,4
AUCKLAND CITY,Ellerslie/ Greenlane,4,51,601045.54,2011-06-01,4
AUCKLAND CITY,Glendowie/ Orakei,4,30,199118.85,2011-06-01,4
AUCKLAND CITY,Eden Terrace/ Grafton/ Penrose,4,63,1160595.03,2011-06-01,4
AUCKLAND CITY,Mt Roskill/ Sandringham/ Three Kings,5,38,637592.46,2011-06-01,4
AUCKLAND CITY,Point Chevalier,5,76,988396.56,2011-06-01,4
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,5,79,1482957.79,2011-06-01,4
AUCKLAND CITY,Panmure,7,104,1480982.77,2011-06-01,4
AUCKLAND CITY,Ostend/ Surfdale (Waiheke),3,27,236341.11,2011-06-01,4
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,6,74,948632.92,2011-06-01,4
BULLER DISTRICT,Westport,6,60,504344.55,2011-06-01,4
BULLER DISTRICT,Cape Foulwind/ Karamea/ Reefton,4,21,176329.12,2011-06-01,4
CARTERTON DISTRICT,Carterton,4,50,364024.59,2011-06-01,4
CENTRAL OTAGO DISTRICT,Alexandra,4,59,434306.67,2011-06-01,4
CENTRAL OTAGO DISTRICT,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly,5,19,101659.32,2011-06-01,4
CENTRAL OTAGO DISTRICT,Cromwell,4,52,278154.59,2011-06-01,4
CENTRAL OTAGO DISTRICT,Roxburgh,3,10,54623.93,2011-06-01,4
CHATHAM ISLANDS DISTRICT,Chatham Islands,1,2,35164.74,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Avonhead/ Sockburn/ Upper Riccarton,4,72,1661704.19,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Christchurch Central,13,161,605056.17,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,New Brighton,6,47,547511.16,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Barrington/ Hillmorton/ Hoon Hay/ Spreydon,4,48,796634.76,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Addington/ Middleton/ Waltham,4,64,750455.96,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Belfast/ Kainga,3,42,784294.32,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Aranui/ Bromley/ Richmond/ Wainoni,5,72,969671.02,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Halswell,3,45,933304.14,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Riccarton,6,107,1715598.11,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood,6,84,1358880.72,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,North New Brighton/ Parklands/ Waimari Beach,4,63,1186178.35,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Sydenham,5,75,487064.41,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,St Albans,3,54,782692.56,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,5,90,1430487.24,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Bishopdale,3,54,1641879.7,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Philipstown,3,51,761690.82,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,4,72,1155366.84,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,5,76,874949.85,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Lyttleton,5,51,179240.85,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,4,72,941570.84,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Woolston,3,54,1234906.55,2011-06-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,3,36,810147.83,2011-06-01,4
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,4,28,158481.26,2011-06-01,4
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,4,13,53588.9,2011-06-01,4
CLUTHA DISTRICT,Balclutha,4,39,299792.45,2011-06-01,4
DUNEDIN CITY,Green Island,3,35,265994.53,2011-06-01,4
DUNEDIN CITY,Dunedin Central,9,128,1209501.11,2011-06-01,4
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,5,52,474979.74,2011-06-01,4
DUNEDIN CITY,Caversham/ Kensington,3,39,335773.02,2011-06-01,4
DUNEDIN CITY,Concord/ Kew/ Mornington,3,45,480639.6,2011-06-01,4
DUNEDIN CITY,Mosgiel,5,63,616489.54,2011-06-01,4
DUNEDIN CITY,St Kilda,4,51,467872.87,2011-06-01,4
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,5,43,259191.66,2011-06-01,4
FAR NORTH DISTRICT,Kaitaia,5,81,955879.51,2011-06-01,4
FAR NORTH DISTRICT,Cooper’s Beach/ Maungonui/ Taipa Bay,3,37,219574.08,2011-06-01,4
FAR NORTH DISTRICT,Paihia,5,66,731786.78,2011-06-01,4
FAR NORTH DISTRICT,Kaikohe,4,56,700696.85,2011-06-01,4
FRANKLIN DISTRICT,Kaiaua/ Mercer,3,30,298423.67,2011-06-01,4
FRANKLIN DISTRICT,Pukekohe,8,110,1426644.24,2011-06-01,4
FRANKLIN DISTRICT,Clarks Beach/ Patumahoe,3,44,297457.11,2011-06-01,4
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,14,210,2451348.47,2011-06-01,4
GORE DISTRICT,Gore/ Mataura,7,85,867452.77,2011-06-01,4
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,4,12,60371.99,2011-06-01,4
GREY DISTRICT,Greymouth,7,90,870805.82,2011-06-01,4
GREY DISTRICT,Cobden/ Rapahoe/ Runanga,3,14,106596.36,2011-06-01,4
HAMILTON CITY,Claudelands,3,45,590350.63,2011-06-01,4
HAMILTON CITY,Frankton,4,57,591330.32,2011-06-01,4
HAMILTON CITY,Hamilton Central,14,211,2589273.35,2011-06-01,4
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,3,45,688572.99,2011-06-01,4
HAMILTON CITY,Glenview/ hamilton East,3,41,481712.17,2011-06-01,4
HAMILTON CITY,Nawton/ Te Rapa,3,54,1079729.75,2011-06-01,4
HASTINGS DISTRICT,Hastings Central,18,265,3354723.65,2011-06-01,4
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,5,82,806161.76,2011-06-01,4
HAURAKI DISTRICT,Waihi,4,57,443464.64,2011-06-01,4
HAURAKI DISTRICT,Ngatea/ Paeroa,4,57,539661.7,2011-06-01,4
HOROWHENUA DISTRICT,Levin,10,143,1629680.44,2011-06-01,4
HURUNUI DISTRICT,Hamner Springs,3,25,198923.35,2011-06-01,4
INVERCARGILL CITY,Invercargill Central,12,147,1423983.6,2011-06-01,4
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,4,72,1071096.45,2011-06-01,4
INVERCARGILL CITY,Hawthorndale/ Makarewa/ Waikiwi,3,44,931847.87,2011-06-01,4
KAIKOURA DISTRICT,Kaikoura Township,4,48,289703.51,2011-06-01,4
KAIPARA DISTRICT,Dargaville,4,37,362998.56,2011-06-01,4
KAIPARA DISTRICT,Kaiwaka/ Mangawhai,3,23,195466.66,2011-06-01,4
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai,3,9,33994.9,2011-06-01,4
KAPITI COAST DISTRICT,Paraparaumu,6,95,1041030.26,2011-06-01,4
KAPITI COAST DISTRICT,Otaki,4,57,442357.02,2011-06-01,4
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,4,57,638494.3,2011-06-01,4
KAWERAU DISTRICT,Kawerau,4,54,600917.76,2011-06-01,4
LOWER HUTT CITY,Lower Hutt Central,9,142,2056782.45,2011-06-01,4
LOWER HUTT CITY,Petone,7,126,1770110.48,2011-06-01,4
LOWER HUTT CITY,Eastbourne/ Holborn/ Stokes Valley/ Woburn,5,58,588895.19,2011-06-01,4
LOWER HUTT CITY,Moera/ Taita,3,44,481949.49,2011-06-01,4
LOWER HUTT CITY,Hutt Central,3,35,310677.11,2011-06-01,4
LOWER HUTT CITY,Wainuiomata,6,87,880023.45,2011-06-01,4
LOWER HUTT CITY,Naenae,5,57,865864.03,2011-06-01,4
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,5,41,188342.99,2011-06-01,4
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,4,28,86657.17,2011-06-01,4
MANAWATU DISTRICT,Fielding,6,90,786182.37,2011-06-01,4
MANUKAU CITY,Howick,9,144,2415661.96,2011-06-01,4
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,4,48,431409.15,2011-06-01,4
MANUKAU CITY,Papatoetoe,8,102,1975619.33,2011-06-01,4
MANUKAU CITY,Manurewa,11,160,3576208.04,2011-06-01,4
MANUKAU CITY,Mangere Bridge,3,39,1011640.81,2011-06-01,4
MANUKAU CITY,Manukau City,13,189,3807567.76,2011-06-01,4
MANUKAU CITY,Clendon/ Mangere East/ Wiri,3,41,766724.21,2011-06-01,4
MANUKAU CITY,Otara,5,81,1090927.64,2011-06-01,4
MANUKAU CITY,Mangere,4,63,923344.49,2011-06-01,4
MANUKAU CITY,Pakuranga,4,62,947548,2011-06-01,4
MANUKAU CITY,East Tamaki/ Flat Bush,3,36,790734.07,2011-06-01,4
MARLBOROUGH DISTRICT,Blenheim,10,163,1856828.07,2011-06-01,4
MARLBOROUGH DISTRICT,Picton,5,51,379390.33,2011-06-01,4
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,5,46,279515.69,2011-06-01,4
MASTERTON DISTRICT,Masterton,8,116,1041992.07,2011-06-01,4
MATAMATA-PIAKO DISTRICT,Matamata,4,62,590538.13,2011-06-01,4
MATAMATA-PIAKO DISTRICT,Morrinsville,4,51,433370.81,2011-06-01,4
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,6,57,404986.27,2011-06-01,4
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,5,63,395902.48,2011-06-01,4
NAPIER CITY,Maraenui/ Onekawa/ Westshore,3,45,633589.52,2011-06-01,4
NAPIER CITY,Taradale,4,68,1017395.04,2011-06-01,4
NELSON CITY,Nelson Central,13,196,1969667.2,2011-06-01,4
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,5,55,651156.97,2011-06-01,4
NEW PLYMOUTH DISTRICT,New Plymouth Central,18,244,2844881.42,2011-06-01,4
NEW PLYMOUTH DISTRICT,Waitara,4,49,425855.32,2011-06-01,4
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,4,34,255430.5,2011-06-01,4
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,4,50,596088.87,2011-06-01,4
NORTH SHORE CITY,Albany,7,99,1296211.5,2011-06-01,4
NORTH SHORE CITY,Browns Bay,6,86,733821.44,2011-06-01,4
NORTH SHORE CITY,Greenhithe/ Northcote,3,45,356607.02,2011-06-01,4
NORTH SHORE CITY,Belmont/ Devonport/ Milford,5,88,778682.17,2011-06-01,4
NORTH SHORE CITY,Takapuna Central,7,111,1292438.04,2011-06-01,4
NORTH SHORE CITY,Birkenhead,5,49,515338.47,2011-06-01,4
OPOTIKI DISTRICT,Opotiki/ Te Kaha,5,65,649934.07,2011-06-01,4
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,3,32,238907.87,2011-06-01,4
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,30,428,4467544.01,2011-06-01,4
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,12,203,3171786.66,2011-06-01,4
PORIRUA CITY,Porirua/ Judgeford,9,133,2306721.07,2011-06-01,4
PORIRUA CITY,Plimmerton/ Mana-Camborne/ Whitby,3,29,398876.57,2011-06-01,4
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,4,36,552642.49,2011-06-01,4
QUEENSTOWN-LAKES DISTRICT,Wanaka,3,31,221226.61,2011-06-01,4
RANGITIKEI DISTRICT,Bulls,3,33,285835.04,2011-06-01,4
RANGITIKEI DISTRICT,Marton,5,50,488605.54,2011-06-01,4
RODNEY DISTRICT,Orewa,5,71,871148.85,2011-06-01,4
RODNEY DISTRICT,Huapai/ Kumeu/ Riverhead,4,51,354679.17,2011-06-01,4
RODNEY DISTRICT,Snell’s Beach/ Wellsford,3,33,301505.7,2011-06-01,4
RODNEY DISTRICT,Helensville/ Kaukapakapa/ Parakai,4,35,258438.87,2011-06-01,4
RODNEY DISTRICT,Warkworth,3,44,440640.31,2011-06-01,4
RODNEY DISTRICT,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,7,96,1142663.45,2011-06-01,4
ROTORUA DISTRICT,Rotorua Central,18,288,4360504.07,2011-06-01,4
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,4,56,521872.6,2011-06-01,4
ROTORUA DISTRICT,Ngongotaha/ Selwyn Heights,4,37,355936.16,2011-06-01,4
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,3,35,376275.05,2011-06-01,4
RUAPEHU DISTRICT,Taumarunui Central,3,45,391523.41,2011-06-01,4
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,3,42,238786.98,2011-06-01,4
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,4,18,106643.07,2011-06-01,4
SOUTH WAIKATO DISTRICT,Tokoroa,8,133,1486707.09,2011-06-01,4
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,5,56,384318.3,2011-06-01,4
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,4,45,226220.42,2011-06-01,4
SOUTH WAIRARAPA DISTRICT,Greytown,3,31,185631.93,2011-06-01,4
SOUTHLAND DISTRICT,Riverton,3,17,119642.44,2011-06-01,4
SOUTHLAND DISTRICT,Winton,3,28,204838.6,2011-06-01,4
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,6,21,103985.06,2011-06-01,4
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,5,21,83441.62,2011-06-01,4
SOUTHLAND DISTRICT,Nightcaps/ Otautau,3,15,94328,2011-06-01,4
SOUTHLAND DISTRICT,Te Anau,3,31,225190.58,2011-06-01,4
STRATFORD DISTRICT,Stratford,5,49,464241.44,2011-06-01,4
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,5,32,190354.21,2011-06-01,4
TARARUA DISTRICT,Pahiatua,4,33,226082.12,2011-06-01,4
TARARUA DISTRICT,Dannevirke,3,51,552860.35,2011-06-01,4
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,4,22,146360.2,2011-06-01,4
TASMAN DISTRICT,Richmond,4,68,836197.07,2011-06-01,4
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,4,31,172580.46,2011-06-01,4
TASMAN DISTRICT,Motueka,4,54,636805.43,2011-06-01,4
TAUPO DISTRICT,Taupo,11,143,1690646.45,2011-06-01,4
TAUPO DISTRICT,Mangakino/ Turangi,4,56,375646.94,2011-06-01,4
TAURANGA DISTRICT,Tauranga Central,25,357,4330037.2,2011-06-01,4
TAURANGA DISTRICT,Mt Maunganui,11,140,1806636.23,2011-06-01,4
TAURANGA DISTRICT,Greerton/ Papamoa,5,66,1022429.27,2011-06-01,4
THAMES-COROMANDEL DISTRICT,Coromandel,4,34,273772.67,2011-06-01,4
THAMES-COROMANDEL DISTRICT,Whitianga,5,67,534882.36,2011-06-01,4
THAMES-COROMANDEL DISTRICT,Thames,9,110,1097488.19,2011-06-01,4
THAMES-COROMANDEL DISTRICT,Whangamata,4,66,529660.68,2011-06-01,4
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,4,29,124639.93,2011-06-01,4
TIMARU DISTRICT,Timaru Gardens,5,72,1018609.99,2011-06-01,4
TIMARU DISTRICT,Timaru,10,113,1068357.84,2011-06-01,4
TIMARU DISTRICT,Geraldine,4,32,230389.54,2011-06-01,4
TIMARU DISTRICT,Temuka,5,50,418960.14,2011-06-01,4
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,10,148,2386997.94,2011-06-01,4
WAIKATO DISTRICT,Ngaruwahia,4,50,394118.66,2011-06-01,4
WAIKATO DISTRICT,Huntly,4,59,612102.89,2011-06-01,4
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,4,50,378466.13,2011-06-01,4
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,3,30,158196.14,2011-06-01,4
WAIMAKARIRI DISTRICT,Kaiapoi,4,43,790871.17,2011-06-01,4
WAIMAKARIRI DISTRICT,Oxford/ Woodend,3,39,355100.03,2011-06-01,4
WAIMAKARIRI DISTRICT,Rangiora,6,89,1060613.68,2011-06-01,4
WAIMATE DISTRICT,Waimate,5,34,254119.48,2011-06-01,4
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,8,117,1228441.14,2011-06-01,4
WAIPA DISTRICT,Cambridge,6,95,937602.09,2011-06-01,4
WAIROA DISTRICT,Mahia Beach/ Wairoa,4,58,589757.67,2011-06-01,4
WAITAKERE CITY,New Lynn,8,99,1540396.11,2011-06-01,4
WAITAKERE CITY,Henderson,10,162,3203055.93,2011-06-01,4
WAITAKERE CITY,Glen Eden,5,56,1008649.7,2011-06-01,4
WAITAKERE CITY,Kelston/ Titirangi,3,46,934196.4,2011-06-01,4
WAITAKERE CITY,Te Atatu,3,35,506305.87,2011-06-01,4
WAITAKI DISTRICT,Oamaru,6,83,784266.23,2011-06-01,4
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,5,26,111269.13,2011-06-01,4
WAITOMO DISTRICT,Awakino/ Piopio/ Te Kuiti,6,78,663737.51,2011-06-01,4
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,19,262,2679499.74,2011-06-01,4
WELLINGTON CITY,Lambton/ Seatoun/ Thorndon,3,25,293824.46,2011-06-01,4
WELLINGTON CITY,Kilbirnie,4,57,855209.77,2011-06-01,4
WELLINGTON CITY,Wellington Central,17,287,4114097.13,2011-06-01,4
WELLINGTON CITY,Newtown,3,54,797399.7,2011-06-01,4
WELLINGTON CITY,Brooklyn/ Karori,3,53,629497.5,2011-06-01,4
WELLINGTON CITY,Strathmore/ Te Aro,3,45,523842.69,2011-06-01,4
WELLINGTON CITY,Island Bay,3,25,250552.48,2011-06-01,4
WELLINGTON CITY,Crofton Downs/ Hataitai/ Miramar/ Newlands,4,61,894207.14,2011-06-01,4
WESTERN BAY OF PLENTY DISTRICT,Katikati,4,52,377271.09,2011-06-01,4
WESTERN BAY OF PLENTY DISTRICT,Te Puke,6,78,819115.67,2011-06-01,4
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,5,65,391392.65,2011-06-01,4
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,7,65,460281.7,2011-06-01,4
WHAKATANE DISTRICT,Whakatane Central,8,120,1545024.64,2011-06-01,4
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,3,40,367204.87,2011-06-01,4
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,4,47,265690.03,2011-06-01,4
WHANGAREI DISTRICT,Marsden Point/ Ruakaka/ Waipu,3,43,277815.34,2011-06-01,4
WHANGAREI DISTRICT,Hikurangi/ Kamo/ Parua Bay/ Tikipunga,5,58,680802.65,2011-06-01,4
WHANGAREI DISTRICT,Whangarei Central,16,224,2753663.01,2011-06-01,4
AUCKLAND CITY,Ponsonby,3,20,174566.42,2011-03-01,4
AUCKLAND CITY,Mission Bay/ Remuera,3,41,478301.29,2011-03-01,4
AUCKLAND CITY,Newmarket,3,54,536124.8,2011-03-01,4
CENTRAL HAWKE'S BAY DISTRICT,Ongaonga/ Otane/ Waipawa/Waipukurau,7,74,583219.61,2011-03-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Ferrymead/ Heathcote Valley/ Sumner,3,32,71719.68,2011-03-01,4
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Hilsborough/ Huntsbury/ Opawa,4,72,900508.46,2011-03-01,4
DUNEDIN CITY,North Dunedin,3,36,216356.73,2011-03-01,4
DUNEDIN CITY,South Dunedin,3,42,372630.31,2011-03-01,4
DUNEDIN CITY,Waihola/ Waikouaiti,3,17,71012.48,2011-03-01,4
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,3,26,180972.18,2011-03-01,4
FAR NORTH DISTRICT,Kaeo/ Kerikeri,3,54,548549.12,2011-03-01,4
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,5,37,323011.11,2011-03-01,4
FRANKLIN DISTRICT,Waiuku,3,45,431380.24,2011-03-01,4
FRANKLIN DISTRICT,Ramarama/ Tuakau,3,41,366055.77,2011-03-01,4
HURUNUI DISTRICT,Amberley/ Leithfield Beach,3,18,135746.04,2011-03-01,4
HURUNUI DISTRICT,Cheviot/ Harwarden/ Waipara,3,13,78943.4,2011-03-01,4
HURUNUI DISTRICT,Culverden/ Rotherham/ Waiau,3,8,36026.83,2011-03-01,4
INVERCARGILL CITY,Clifton/ Newfield/ Richmond,3,46,626179.22,2011-03-01,4
NAPIER CITY,Ahuriri,3,41,346910.53,2011-03-01,4
NAPIER CITY,Napier City/Marewa,10,171,1761763.33,2011-03-01,4
NORTH SHORE CITY,Glenfield / Mairangi Bay/ North Harbour,10,146,2379387.96,2011-03-01,4
QUEENSTOWN-LAKES DISTRICT,Queenstown,5,53,289516.95,2011-03-01,4
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,3,7,36564.22,2011-03-01,4
