DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,OASIS HOTEL (WAIOURU),1608,2010-06-01,3
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,OHAKUNE CLUB,365,2010-06-01,3
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,RAETIHI COSMOPOLITAN CLUB INC,657,2010-06-01,3
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,COALGATE TAVERN,1644,2010-06-01,3
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,SHEFFIELD HOTEL,1503,2010-06-01,3
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,SPRINGFIELD HOTEL,1281,2010-06-01,3
SELWYN DISTRICT,Darfield/ Prebbleton,DARFIELD HOTEL,1726,2010-06-01,3
SELWYN DISTRICT,Darfield/ Prebbleton,PREBBLETON HOTEL,1203,2010-06-01,3
SELWYN DISTRICT,Darfield/ Prebbleton,THE BRIDGE CAFE AND BAR,1307,2010-06-01,3
SELWYN DISTRICT,Dunsandel/ Rolleston,DUNSANDEL TAVERN,1745,2010-06-01,3
SELWYN DISTRICT,Dunsandel/ Rolleston,ROLLY INN,1489,2010-06-01,3
SELWYN DISTRICT,Dunsandel/ Rolleston,THE ROCK PUB AND CAFE,821,2010-06-01,3
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,LEESTON HOTEL,1224,2010-06-01,3
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,SOUTHBRIDGE HOTEL,1550,2010-06-01,3
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,SPRINGSTON HOTEL,279,2010-06-01,3
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,THE FAMOUS GROUSE HOTEL,1942,2010-06-01,3
SOUTH TARANAKI DISTRICT,Patea/ Waverley,ALBION HOTEL,1143,2010-06-01,3
SOUTH TARANAKI DISTRICT,Patea/ Waverley,CLARENDON HOTEL,1649,2010-06-01,3
SOUTH TARANAKI DISTRICT,Patea/ Waverley,WAVERLEY HOTEL,1238,2010-06-01,3
SOUTH TARANAKI DISTRICT,Hawera,BARRIE'S RESTAURANT AND SPORTS BAR,1937,2010-06-01,3
SOUTH TARANAKI DISTRICT,Hawera,RAILWAY TAVERN,1439,2010-06-01,3
SOUTH TARANAKI DISTRICT,Hawera,SOUTH TARANAKI CLUB,325,2010-06-01,3
SOUTH TARANAKI DISTRICT,Hawera,SOUTH TARANAKI RSA CLUB,350,2010-06-01,3
SOUTH TARANAKI DISTRICT,Hawera,THE LOCAL SPORTS BAR & TAB,1760,2010-06-01,3
SOUTH TARANAKI DISTRICT,Hawera,WHITE HART HOTEL (HAWERA),1008,2010-06-01,3
SOUTH TARANAKI DISTRICT,Eltham/ Normanby,CENTRAL TAVERN,1302,2010-06-01,3
SOUTH TARANAKI DISTRICT,Eltham/ Normanby,CORONATION HOTEL,1360,2010-06-01,3
SOUTH TARANAKI DISTRICT,Eltham/ Normanby,NORMANBY HOTEL,1547,2010-06-01,3
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,CLUB HOTEL,1466,2010-06-01,3
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,OPUNAKE SURF INN,1194,2010-06-01,3
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,WAIMATE HOTEL MANAIA,1283,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,FOOTIES SPORTS BAR,1515,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB,16,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB 2,1598,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,SPIRIT'D TOKOROA,1147,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,THE OLDE ESTABLISHMENT INCORPORATED,653,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,THE TREES TAVERN,1703,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,TOKOROA CLUB,284,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,TOKOROA COSMOPOLITAN CLUB,199,2010-06-01,3
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,HOG AND HOUNDS SPORTS BAR,1972,2010-06-01,3
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,OXFORD ROYAL HOTEL,1661,2010-06-01,3
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,PUTARURU DISTRICT SERVICES MEMORIAL CLUB INCORPORATED,184,2010-06-01,3
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,PUTARURU HOTEL,1557,2010-06-01,3
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,THE CROWN & ANCHOR,2000158,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,EMPIRE HOTEL 2,1833,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,FEATHERSTON RSA MEMORIAL CLUB,669,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,PUKEMANU TAVERN,1821,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,ROYAL HOTEL,2000142,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Greytown,GREYTOWN HOTEL,1444,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Greytown,SOUTH WAIRARAPA WORKINGMENS CLUB,1158,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Greytown,THE GREEN MAN,2000198,2010-06-01,3
SOUTHLAND DISTRICT,Riverton,APARIMA TAVERN,1500,2010-06-01,3
SOUTHLAND DISTRICT,Riverton,CARRIERS ARMS,777,2010-06-01,3
SOUTHLAND DISTRICT,Riverton,RIVERTON LODGE HOTEL,1259,2010-06-01,3
SOUTHLAND DISTRICT,Riverton,RIVERTON RSA MEMORIAL CLUB,549,2010-06-01,3
SOUTHLAND DISTRICT,Winton,CENTRAL SOUTHLAND LODGE,1856,2010-06-01,3
SOUTHLAND DISTRICT,Winton,COMMERCIAL HOTEL,1331,2010-06-01,3
SOUTHLAND DISTRICT,Winton,WINTON HOTEL,1573,2010-06-01,3
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,GORGE ROAD COUNTRY CLUB,1732,2010-06-01,3
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,PIONEER TAVERN,862,2010-06-01,3
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,THREE RIVERS HOTEL,872,2010-06-01,3
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,TOKANUI TAVERN,873,2010-06-01,3
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,WOODLANDS TAVERN,1079,2010-06-01,3
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,LUMSDEN HOTEL,1587,2010-06-01,3
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,MANAPOURI LAKEVIEW MOTOR INN,1252,2010-06-01,3
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,RIVERSDALE HOTEL,1237,2010-06-01,3
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU HOTEL (TUATAPERE),1464,2010-06-01,3
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU TOWN & COUNTRY CLUB,521,2010-06-01,3
SOUTHLAND DISTRICT,Nightcaps/ Otautau,OTAUTAU HOTEL,1304,2010-06-01,3
SOUTHLAND DISTRICT,Nightcaps/ Otautau,RAILWAY HOTEL,1964,2010-06-01,3
SOUTHLAND DISTRICT,Nightcaps/ Otautau,RAILWAY HOTEL OTAUTAU,718,2010-06-01,3
SOUTHLAND DISTRICT,Te Anau,RANCH CAFE AND BAR,1251,2010-06-01,3
SOUTHLAND DISTRICT,Te Anau,TE ANAU CLUB,723,2010-06-01,3
SOUTHLAND DISTRICT,Te Anau,THE MOOSE BAR,1722,2010-06-01,3
STRATFORD DISTRICT,Stratford,DEJAVU RESTAURANT & BAR,967,2010-06-01,3
STRATFORD DISTRICT,Stratford,EMPIRE HOTEL,1454,2010-06-01,3
STRATFORD DISTRICT,Stratford,STRATFORD AND DISTRICTS RSA CLUB,114,2010-06-01,3
STRATFORD DISTRICT,Stratford,STRATFORD CLUB,157,2010-06-01,3
STRATFORD DISTRICT,Stratford,THE NEW COMMERCIAL HOTEL,1060,2010-06-01,3
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,COMMERCIAL HOTEL (EKETAHUNA),1494,2010-06-01,3
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,MASONIC HOTEL,2000193,2010-06-01,3
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,NEW CENTRAL MOTOR INN & HOTEL,1648,2010-06-01,3
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,PONGAROA HOTEL,1472,2010-06-01,3
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,SETTLER'S ARMS TAVERN,1687,2010-06-01,3
TARARUA DISTRICT,Pahiatua,CLUB HOTEL,1363,2010-06-01,3
TARARUA DISTRICT,Pahiatua,DUDLEY ARMS TAVERN,1656,2010-06-01,3
TARARUA DISTRICT,Pahiatua,POST OFFICE HOTEL PAHIATUA,600,2010-06-01,3
TARARUA DISTRICT,Pahiatua,TARARUA CLUB,356,2010-06-01,3
TARARUA DISTRICT,Dannevirke,DANNEVIRKE SERVICES AND CITIZENS,272,2010-06-01,3
TARARUA DISTRICT,Dannevirke,MANGATERA HOTEL,1568,2010-06-01,3
TARARUA DISTRICT,Dannevirke,MERRYLEES HOTEL,1889,2010-06-01,3
TARARUA DISTRICT,Dannevirke,PUNTERZ TAB SPORTS BAR,799,2010-06-01,3
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,BRIGHTWATER MOTOR INN,1591,2010-06-01,3
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,MAPUA TAVERN,1104,2010-06-01,3
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,TAPAWERA HOTEL,988,2010-06-01,3
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,WAKEFIELD HOTEL,1647,2010-06-01,3
TASMAN DISTRICT,Richmond,CLUB WAIMEA,215,2010-06-01,3
TASMAN DISTRICT,Richmond,EL TAVERNA,959,2010-06-01,3
TASMAN DISTRICT,Richmond,ROBBIES BAR AND BISTRO (RICHMOND),2000069,2010-06-01,3
TASMAN DISTRICT,Richmond,THE STABLES,1407,2010-06-01,3
TASMAN DISTRICT,Richmond,STAR AND GARTER TAVERN,1593,2010-06-01,3
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,COLLINGWOOD TAVERN,1428,2010-06-01,3
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,JUNCTION HOTEL (TAKAKA),1470,2010-06-01,3
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,RIWAKA HOTEL,641,2010-06-01,3
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,TELEGRAPH HOTEL,1516,2010-06-01,3
TASMAN DISTRICT,Motueka,MOTUEKA HOTEL,1786,2010-06-01,3
TASMAN DISTRICT,Motueka,MOTUEKA MEMORIAL RSA INCORPORATED,1216,2010-06-01,3
TASMAN DISTRICT,Motueka,POST OFFICE HOTEL,1793,2010-06-01,3
TASMAN DISTRICT,Motueka,THE DODGY REF SPORTS BAR,592,2010-06-01,3
TAUPO DISTRICT,Taupo,FINN MACCUHALS,1909,2010-06-01,3
TAUPO DISTRICT,Taupo,JCS SPORTS BAR,1218,2010-06-01,3
TAUPO DISTRICT,Taupo,KAZBAR,1807,2010-06-01,3
TAUPO DISTRICT,Taupo,LUCKY LIZARD,1285,2010-06-01,3
TAUPO DISTRICT,Taupo,PITCH,1971,2010-06-01,3
TAUPO DISTRICT,Taupo,PUB 'N' GRUB,1604,2010-06-01,3
TAUPO DISTRICT,Taupo,SPA HOTEL,922,2010-06-01,3
TAUPO DISTRICT,Taupo,TAUPO COSMOPOLITAN CLUB,348,2010-06-01,3
TAUPO DISTRICT,Taupo,TAUPO DARTS ASSOCIATION,135,2010-06-01,3
TAUPO DISTRICT,Taupo,TAUPO RSA,1963,2010-06-01,3
TAUPO DISTRICT,Taupo,THE CLUBHOUSE,1356,2010-06-01,3
TAUPO DISTRICT,Taupo,THE SHED,2000271,2010-06-01,3
TAUPO DISTRICT,Mangakino/ Turangi,FOUR FISH,243,2010-06-01,3
TAUPO DISTRICT,Mangakino/ Turangi,MANGAKINO HOTEL,1936,2010-06-01,3
TAUPO DISTRICT,Mangakino/ Turangi,TOKAANU-TURANGI & DISTRICTS MEMORIAL RSA,208,2010-06-01,3
TAUPO DISTRICT,Mangakino/ Turangi,TONGARIRO CHARTERED CLUB,1697,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,AJ'S BAR MATUA,1630,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,AJ'S MAUNGATAPU,1267,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,AJ'S OHAUITI,1327,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,AZURAT SPORTS BAR,1250,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,BOWLS TAURANGA SOUTH,353,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,BURETA PARK MOTOR INN,1981,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,COBB & CO (TAURANGA),2000079,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,COLOSSEUM,1589,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,CRUZAZ BAR CAFE,631,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,DEVONPORT CAFE & SPORTS BAR,1197,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,FLANNAGAN'S IRISH PUB,1462,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,JUDEA TAVERN,1919,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,MARBLE BAR,2000235,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,MARTY'S POOL BAR,674,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,MCSWIGGANS IRISH PUB,1677,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,RENNERS BAR,1455,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,ROSSCO'S CAFE AND BAR,1640,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,SETTLERS TAVERN,1567,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,TAB CAMERON ROAD,2000238,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,TAURANGA CITIZENS CLUB,63,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,TAURANGA GAME FISHING CLUB (INC),137,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,TENPIN TAURANGA,606,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,THE CRATE BAR,829,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,WELCOME BAY SPORTS BAR,1975,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,WORLDSEND SPORTS CAFE,831,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,BREWERS BAR,946,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,CHEERS TAVERN,1643,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,FLYOVER TAVERN,2000126,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,IMBIBE,2000255,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,MOUNT MAUNGANUI RETURNED SERVICES ASSOCIATION INCORPORATED,180,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,MOUNT MELLICK,826,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,MOUNT TURF BAR & TAB,2000200,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,OMANU GOLF CLUB INC,383,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,ROSIE O'GRADYS IRISH PUB,373,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,STOCK X CHANGE,1983,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,TAB MOUNT MAUNGANUI,2000241,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,CLUB MOUNT MAUNGANUI,231,2010-06-01,3
TAURANGA DISTRICT,Greerton/ Papamoa,BUNDY'S,1974,2010-06-01,3
TAURANGA DISTRICT,Greerton/ Papamoa,CHAMPIONS,611,2010-06-01,3
TAURANGA DISTRICT,Greerton/ Papamoa,PAPAMOA TAVERN,1445,2010-06-01,3
TAURANGA DISTRICT,Greerton/ Papamoa,TAURANGA RSA,1844,2010-06-01,3
TAURANGA DISTRICT,Greerton/ Papamoa,THE PUB,1010,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Coromandel,ADMIRALS ARMS,1506,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Coromandel,COROMANDEL HOTEL,627,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Coromandel,ROYAL OAK HOTEL,70,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Coromandel,STAR & GARTER HOTEL,2000078,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whitianga,COROGLEN TAVERN,1695,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whitianga,MERCURY BAY CLUB INC.,218,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whitianga,SMITTY'S SPORTS BAR AND GRILL,1496,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whitianga,THE SAND BAR,2000163,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whitianga,WHITIANGA MARINA HOTEL,1497,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,IMPERIAL HOTEL,1378,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,JUNCTION HOTEL,923,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,KOPU STATION HOTEL,650,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,PUNTERS SPORTS BAR,996,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,SALUTATION HOTEL,629,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,THAMES BOWLING CLUB INCORPORATED,339,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,THAMES COAST BOWLING CLUB INCORPORATED,1783,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,THAMES WORKINGMEN'S CLUB INCORPORATED,1157,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,THE GOLDMINE,1419,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whangamata,PALMS TAVERN,1987,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whangamata,SOFTY'S SPORTS BAR,1258,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA CLUB INCORPORATED,932,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA RETURNED SERVICES ASSOCIATION INCORPORATED,550,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,PAUANUI SPORTS & RECREATION CLUB INCORPORATED,161,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,PUNTERS CAFE AND BAR,1734,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,TAIRUA BOWLING CLUB INCORPORATED,302,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,THE PUB HQ37,2000217,2010-06-01,3
TIMARU DISTRICT,Timaru Gardens,CARLTON HOTEL,1248,2010-06-01,3
TIMARU DISTRICT,Timaru Gardens,CREEK HOTEL,1685,2010-06-01,3
TIMARU DISTRICT,Timaru Gardens,NORTHTOWN TAVERN,1365,2010-06-01,3
TIMARU DISTRICT,Timaru Gardens,RICHARD PEARSE TAVERN,1829,2010-06-01,3
TIMARU DISTRICT,Timaru Gardens,ROBBIES BAR & BISTRO TIMARU,1652,2010-06-01,3
TIMARU DISTRICT,Timaru,COPPER CAFE AND BAR,295,2010-06-01,3
TIMARU DISTRICT,Timaru,GROSVENOR HOTEL,992,2010-06-01,3
TIMARU DISTRICT,Timaru,OLD BANK CAFE AND BAR,294,2010-06-01,3
TIMARU DISTRICT,Timaru,QUEENS HOTEL,1310,2010-06-01,3
TIMARU DISTRICT,Timaru,SOUTH CANTERBURY RETURNED SERVICES ASSOCIATION,102,2010-06-01,3
TIMARU DISTRICT,Timaru,THE SAIL,1305,2010-06-01,3
TIMARU DISTRICT,Timaru,TIMARU SOUTH COSMOPOLITAN CLUB,490,2010-06-01,3
TIMARU DISTRICT,Timaru,TIMARU TOWN & COUNTRY CLUB,221,2010-06-01,3
TIMARU DISTRICT,Timaru,WOLSELEY HOTEL,1615,2010-06-01,3
TIMARU DISTRICT,Geraldine,CROWN HERITAGE HOTEL,882,2010-06-01,3
TIMARU DISTRICT,Geraldine,GERALDINE TOWN & COUNTRY CLUB INC,203,2010-06-01,3
TIMARU DISTRICT,Geraldine,PLEASANT POINT HOTEL,1545,2010-06-01,3
TIMARU DISTRICT,Geraldine,VILLAGE INN,2000109,2010-06-01,3
TIMARU DISTRICT,Temuka,CROWN HOTEL,1155,2010-06-01,3
TIMARU DISTRICT,Temuka,EMPIRE HOTEL,1222,2010-06-01,3
TIMARU DISTRICT,Temuka,ROYAL HOTEL,1718,2010-06-01,3
TIMARU DISTRICT,Temuka,TEMUKA HOTEL,1278,2010-06-01,3
TIMARU DISTRICT,Temuka,TEMUKA RSA,354,2010-06-01,3
TIMARU DISTRICT,Temuka,THE JOLLY POTTER,1653,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,7 BAR,1768,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,CHARLTON'S SILVERSTREAM,59,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,GLASSHOUSE BAR & CAFE,976,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,HUT RESTAURANT & BAR,1042,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,QUINN'S POST TAVERN,56,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,RIMUTAKA TAVERN,307,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TAB UPPER HUTT,2000254,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,THE RAZZA (UPPER HUTT RSA),257,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TOTE PUB & PIZZA FURNACE,45,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT CLUB,511,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT COSMOPOLITAN CLUB,343,2010-06-01,3
WAIKATO DISTRICT,Ngaruwahia,DELTA HOTEL,1354,2010-06-01,3
WAIKATO DISTRICT,Ngaruwahia,NGARUAWAHIA GOLF CLUB INCORPORATED,540,2010-06-01,3
WAIKATO DISTRICT,Ngaruwahia,NGARUAWAHIA RSA MEMORIAL CLUB,148,2010-06-01,3
WAIKATO DISTRICT,Ngaruwahia,WAIPA TAVERN,638,2010-06-01,3
WAIKATO DISTRICT,Huntly,ESSEX ARMS,415,2010-06-01,3
WAIKATO DISTRICT,Huntly,HUNTLY & DISTRICT WORKINGMEN'S CLUB,442,2010-06-01,3
WAIKATO DISTRICT,Huntly,HUNTLY RSA,488,2010-06-01,3
WAIKATO DISTRICT,Huntly,MCGINTY'S TURF & SPORTS BAR,1914,2010-06-01,3
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,HARBOUR VIEW HOTEL,1361,2010-06-01,3
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,RAGLAN CLUB INCORPORATED,201,2010-06-01,3
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,TAUPIRI TAVERN,640,2010-06-01,3
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,WHATAWHATA TAVERN,1483,2010-06-01,3
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,RANGIRIRI HOTEL,613,2010-06-01,3
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,RED FOX TAVERN,506,2010-06-01,3
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,TE KAUWHATA TRUST TAVERN,869,2010-06-01,3
WAIMAKARIRI DISTRICT,Kaiapoi,BENTLEY'S BAR & BISTRO,2000098,2010-06-01,3
WAIMAKARIRI DISTRICT,Kaiapoi,BRIDGE TAVERN,1635,2010-06-01,3
WAIMAKARIRI DISTRICT,Kaiapoi,KAIAPOI WMC AND MSA,918,2010-06-01,3
WAIMAKARIRI DISTRICT,Kaiapoi,KAIKANUI TAVERN,1931,2010-06-01,3
WAIMAKARIRI DISTRICT,Kaiapoi,MANDEVILLE TAVERN,1600,2010-06-01,3
WAIMAKARIRI DISTRICT,Oxford/ Woodend,CASPERS,1022,2010-06-01,3
WAIMAKARIRI DISTRICT,Oxford/ Woodend,OXFORD WORKINGMENS CLUB & MSA,132,2010-06-01,3
WAIMAKARIRI DISTRICT,Oxford/ Woodend,WOODEND HOTEL,1590,2010-06-01,3
WAIMAKARIRI DISTRICT,Rangiora,JR'S BAR AND GRILL,1346,2010-06-01,3
WAIMAKARIRI DISTRICT,Rangiora,PLOUGH HOTEL,1532,2010-06-01,3
WAIMAKARIRI DISTRICT,Rangiora,RANGIORA BREW HOUSE,138,2010-06-01,3
WAIMAKARIRI DISTRICT,Rangiora,RANGIORA RSA CLUB,547,2010-06-01,3
WAIMAKARIRI DISTRICT,Rangiora,ROBBIE'S BAR & BISTRO (RANGIORA),893,2010-06-01,3
WAIMAKARIRI DISTRICT,Rangiora,THE RED RAM,1198,2010-06-01,3
WAIMATE DISTRICT,Waimate,EMPIRE TAVERN,1246,2010-06-01,3
WAIMATE DISTRICT,Waimate,ROYAL TAVERN,1879,2010-06-01,3
WAIMATE DISTRICT,Waimate,WAIMATE HOTEL,1905,2010-06-01,3
WAIMATE DISTRICT,Waimate,WAIMATE TOWN & COUNTRY CLUB,259,2010-06-01,3
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,COMMERCIAL HOTEL,1707,2010-06-01,3
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,JOY'S PLACE,1261,2010-06-01,3
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,PIRONGIA HOTEL,1607,2010-06-01,3
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,STAR TAVERN,1404,2010-06-01,3
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,TE AWAMUTU & DISTRICT MEMORIAL RSA,499,2010-06-01,3
