DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,THE AUCKLAND TROTTING CLUB,179,2015-03-01,31
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,BLOCKHOUSE BAY BOWLING CLUB,731,2015-03-01,31
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,HOPS N HOOVES,811,2015-03-01,31
AUCKLAND CITY,Point Chevalier,HARLEQUINS,581,2015-03-01,31
AUCKLAND CITY,Point Chevalier,POINT CHEVALIER BOWLING CLUB,1387,2015-03-01,31
AUCKLAND CITY,Point Chevalier,THE CROWN HOTEL,575,2015-03-01,31
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,JACKS,1391,2015-03-01,31
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,TAB GLEN INNES,902,2015-03-01,31
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,THE COURTYARD BAR,1847,2015-03-01,31
AUCKLAND CITY,Panmure,LANDMARK BAR & EATERY,345,2015-03-01,31
AUCKLAND CITY,Panmure,MT WELLINGTON BOWLING CLUB,539,2015-03-01,31
AUCKLAND CITY,Panmure,THE CORNER BAR,344,2015-03-01,31
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,AVONDALE RETURNED SERVICES ASSOCIATION,362,2015-03-01,31
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN RETURNED SERVICES SOCIAL CLUB INCORPORATED,399,2015-03-01,31
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN TAVERN,795,2015-03-01,31
BULLER DISTRICT,Westport,BLACK AND WHITE HOTEL,1628,2015-03-01,31
BULLER DISTRICT,Westport,CLUB BULLER,359,2015-03-01,31
BULLER DISTRICT,Westport,COSMOPOLITAN HOTEL,270,2015-03-01,31
BULLER DISTRICT,Westport,CRITERION HOTEL (WESTPORT),10,2015-03-01,31
CENTRAL OTAGO DISTRICT,Alexandra,ALEXANDRA DISTRICT CLUB,68,2015-03-01,31
CENTRAL OTAGO DISTRICT,Alexandra,CRITERION CLUB HOTEL,1650,2015-03-01,31
CENTRAL OTAGO DISTRICT,Alexandra,STADIUM TAVERN,953,2015-03-01,31
CENTRAL OTAGO DISTRICT,Cromwell,CROMWELL BREW HOUSE,1420,2015-03-01,31
CENTRAL OTAGO DISTRICT,Cromwell,CROMWELL TOWN & COUNTRY CLUB,112,2015-03-01,31
CENTRAL OTAGO DISTRICT,Cromwell,VICTORIA ARMS HOTEL,1715,2015-03-01,31
CHATHAM ISLANDS DISTRICT,Chatham Islands,HOTEL CHATHAMS,33,2015-03-01,31
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,CATLINS INN,879,2015-03-01,31
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,WHITE HORSE INN,877,2015-03-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,FOREST LODGE HOTEL,887,2015-03-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,HERIOT HOTEL,1548,2015-03-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,OAK TREE INN,825,2015-03-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,COACHES & HORSES INN,881,2015-03-01,31
CLUTHA DISTRICT,Balclutha,HOTEL SOUTH OTAGO,889,2015-03-01,31
CLUTHA DISTRICT,Balclutha,ROSEBANK LODGE,865,2015-03-01,31
CLUTHA DISTRICT,Balclutha,SOUTH OTAGO TOWN AND COUNTRY CLUB,426,2015-03-01,31
DUNEDIN CITY,Concord/ Kew/ Mornington,CONCORD INN,848,2015-03-01,31
DUNEDIN CITY,Concord/ Kew/ Mornington,MORNINGTON TAVERN,1723,2015-03-01,31
DUNEDIN CITY,Concord/ Kew/ Mornington,WATERLOO HOTEL,1072,2015-03-01,31
DUNEDIN CITY,Mosgiel,CROFTERS ARMS HOTEL,818,2015-03-01,31
DUNEDIN CITY,Mosgiel,MOSGIEL TAVERN,1495,2015-03-01,31
DUNEDIN CITY,Mosgiel,NELLIES HOTEL,851,2015-03-01,31
DUNEDIN CITY,St Kilda,FORBURY SPORTS BAR & FUNCTION CENTRE,1533,2015-03-01,31
DUNEDIN CITY,St Kilda,OCEAN BEACH HOTEL,843,2015-03-01,31
FAR NORTH DISTRICT,Kaitaia,FAR NORTH (KAITAIA) RSA,914,2015-03-01,31
FAR NORTH DISTRICT,Kaitaia,MUSSEL ROCK,760,2015-03-01,31
FAR NORTH DISTRICT,Paihia,KLONDIKE ALE HOUSE,1676,2015-03-01,31
FAR NORTH DISTRICT,Paihia,PAIHIA EX-SERVICEMEN'S ASSOCIATION,936,2015-03-01,31
FAR NORTH DISTRICT,Kaikohe,THE BANK BAR,763,2015-03-01,31
FAR NORTH DISTRICT,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KLONDIKES SEAFOOD CAFE AND TAVERN,1531,2015-03-01,31
FAR NORTH DISTRICT,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KAWAKAWA AND DISTRICT RSA,694,2015-03-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE COSMOPOLITAN CLUB INC,552,2015-03-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE TATAPOURI SPORTS FISHING CLUB,82,2015-03-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,RUATORIA HOTEL,1871,2015-03-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,THE RIVERS,2000093,2015-03-01,31
GORE DISTRICT,Gore/ Mataura,CROYDON LODGE,2000258,2015-03-01,31
GORE DISTRICT,Gore/ Mataura,FALLS HOTEL,883,2015-03-01,31
GORE DISTRICT,Gore/ Mataura,GORE DISTRICT MEMORIAL RSA INC,1208,2015-03-01,31
GORE DISTRICT,Gore/ Mataura,GORE TOWN & COUNTRY CLUB,1178,2015-03-01,31
GORE DISTRICT,Gore/ Mataura,LONGFORD TAVERN,891,2015-03-01,31
GORE DISTRICT,Gore/ Mataura,MATAURA RSA,1215,2015-03-01,31
GORE DISTRICT,Gore/ Mataura,TRAFFERS INN,874,2015-03-01,31
HAMILTON CITY,Claudelands,5 CROSSROADS SPORTS BAR AND CAFE,633,2015-03-01,31
HAMILTON CITY,Claudelands,HAMILTON COSMOPOLITAN CLUB INCORPORATED,699,2015-03-01,31
HAMILTON CITY,Claudelands,HILLCREST TAVERN,834,2015-03-01,31
HAMILTON CITY,Frankton,ALEWAYS HOTEL,1350,2015-03-01,31
HAMILTON CITY,Hamilton Central,HAMILTON COMBINED RETURNED SERVICES CLUB INCORPORATED,109,2015-03-01,31
HAMILTON CITY,Hamilton Central,HAMILTON WORKINGMEN'S CLUB,84,2015-03-01,31
HAMILTON CITY,Hamilton Central,SMITH & MCKENZIE CHOPHOUSE,1425,2015-03-01,31
HAMILTON CITY,Hamilton Central,STILL WORKING,762,2015-03-01,31
HAMILTON CITY,Hamilton Central,TAB TE RAPA,2000239,2015-03-01,31
HAMILTON CITY,Hamilton Central,THE DINSDALE OFFICE,755,2015-03-01,31
HAMILTON CITY,Hamilton Central,THE RIV,1242,2015-03-01,31
HAMILTON CITY,Hamilton Central,WAIKATO COMMERCE CLUB,446,2015-03-01,31
HAMILTON CITY,Hamilton Central,BAR 101,1148,2015-03-01,31
HAMILTON CITY,Hamilton Central,THE QUADRANT,1915,2015-03-01,31
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,DINSDALE TAVERN,1035,2015-03-01,31
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,THE COCK AND BULL (HAMILTON),2000215,2015-03-01,31
HAMILTON CITY,Glenview/ hamilton East,EASTSIDE TAVERN,1092,2015-03-01,31
HAMILTON CITY,Glenview/ hamilton East,GLENVIEW CLUB,507,2015-03-01,31
HAMILTON CITY,Nawton/ Te Rapa,TE RAPA TAVERN,1902,2015-03-01,31
HAMILTON CITY,Nawton/ Te Rapa,YARDHOUSE,590,2015-03-01,31
HASTINGS DISTRICT,Hastings Central,MAGPIES,732,2015-03-01,31
HASTINGS DISTRICT,Hastings Central,NATIONAL SERVICE CLUB,444,2015-03-01,31
HASTINGS DISTRICT,Hastings Central,STORTFORD LODGE SOCIAL CLUB,676,2015-03-01,31
HASTINGS DISTRICT,Hastings Central,TAB STORTFORD LODGE,896,2015-03-01,31
HASTINGS DISTRICT,Hastings Central,THE ELBOWROOM SPORTS BAR,735,2015-03-01,31
HASTINGS DISTRICT,Hastings Central,ZABEELS SPORTS BAR,679,2015-03-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,CLIVE HOTEL,733,2015-03-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,FLAXMERE TAVERN,305,2015-03-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,HAVELOCK NORTH CLUB,501,2015-03-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,TURK'S BAR,737,2015-03-01,31
HOROWHENUA DISTRICT,Levin,FATBOYZ BAR COBB AND CO,395,2015-03-01,31
HOROWHENUA DISTRICT,Levin,LEVIN CLUB,659,2015-03-01,31
HOROWHENUA DISTRICT,Levin,LEVIN COSMOPOLITAN CLUB,439,2015-03-01,31
HOROWHENUA DISTRICT,Levin,LEVIN SPORTS BAR,1456,2015-03-01,31
HOROWHENUA DISTRICT,Levin,O'MALLEY'S BAR,1262,2015-03-01,31
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,FOXTON RETURNED SERVICES ASSOCIATION,98,2015-03-01,31
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,GLENGARRY TAVERN AKA EASTERN SUBURBS TAVERN,1170,2015-03-01,31
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,NORTHERN TAVERN,527,2015-03-01,31
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,SOUTHLAND TAVERN,528,2015-03-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,CLIFTON CLUB INN,1167,2015-03-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,GLASINE CAFE,1329,2015-03-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,GOLDEN AGE TAVERN,1044,2015-03-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,NEWFIELD TAVERN,1168,2015-03-01,31
KAIPARA DISTRICT,Dargaville,NORTHERN WAIROA HOTEL,636,2015-03-01,31
KAIPARA DISTRICT,Dargaville,NORTHERN WAIROA RETURNED SERVICES ASSOCIATION,672,2015-03-01,31
KAPITI COAST DISTRICT,Paraparaumu,GOLDEN COAST CHARTERED CLUB,516,2015-03-01,31
KAPITI COAST DISTRICT,Paraparaumu,KAPITI CLUB,471,2015-03-01,31
KAPITI COAST DISTRICT,Paraparaumu,THE PINETREE ARMS,1457,2015-03-01,31
KAPITI COAST DISTRICT,Otaki,FAMILY HOTEL,1441,2015-03-01,31
KAPITI COAST DISTRICT,Otaki,OTAKI RSA CLUBROOMS,265,2015-03-01,31
KAPITI COAST DISTRICT,Otaki,PUNTERS CORNER SPORTS BAR AND TAB,1437,2015-03-01,31
KAPITI COAST DISTRICT,Otaki,THE RAILWAY HOTEL,907,2015-03-01,31
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,FINNS PAEKAKARIKI,1907,2015-03-01,31
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,WAIKANAE CHARTERED CLUB,235,2015-03-01,31
KAWERAU DISTRICT,Kawerau,CAYMAN SPORTS BAR,1046,2015-03-01,31
LOWER HUTT CITY,Lower Hutt Central,THE BIG CHILL,1761,2015-03-01,31
LOWER HUTT CITY,Petone,PETONE SPORTS BAR,1834,2015-03-01,31
LOWER HUTT CITY,Petone,PETONE WORKINGMENS CLUB,104,2015-03-01,31
LOWER HUTT CITY,Wainuiomata,EDDY'S BAR & CAFE,859,2015-03-01,31
LOWER HUTT CITY,Wainuiomata,TAB WAINUIOMATA,2000124,2015-03-01,31
LOWER HUTT CITY,Wainuiomata,WAINUIOMATA BOWLING CLUB,149,2015-03-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,COMBINED SERVICES CLUB,195,2015-03-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,FAIRLIE HOTEL,1625,2015-03-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,TOP HUT,1605,2015-03-01,31
MARLBOROUGH DISTRICT,Blenheim,CLUBS OF MARLBOROUGH,34,2015-03-01,31
MARLBOROUGH DISTRICT,Blenheim,CRITERION HOTEL (BLENHEIM),1572,2015-03-01,31
MARLBOROUGH DISTRICT,Blenheim,FAIRWEATHER ON SCOTT,2000240,2015-03-01,31
MARLBOROUGH DISTRICT,Blenheim,GROVE TAVERN,725,2015-03-01,31
MARLBOROUGH DISTRICT,Blenheim,REDWOOD TAVERN,60,2015-03-01,31
MARLBOROUGH DISTRICT,Blenheim,SPRINGLANDS TAVERN,1896,2015-03-01,31
MARLBOROUGH DISTRICT,Picton,THE CROW TAVERN,1626,2015-03-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,HAVELOCK HOTEL,1549,2015-03-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,TROUT HOTEL,1667,2015-03-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,WOODBOURNE TAVERN,1859,2015-03-01,31
MASTERTON DISTRICT,Masterton,KURIPUNI TAVERN,304,2015-03-01,31
MASTERTON DISTRICT,Masterton,WAIRARAPA SERVICES & CITIZENS CLUB,324,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Matamata,MATAMATA CLUB INCORPORATED,338,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Matamata,TRAC SPORTS BAR,375,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,MORRINSVILLE DISTRICT RSA,322,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,NOTTINGHAM CASTLE HOTEL,1150,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,TOP PUB,1118,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,TOWN AND COUNTRY CLUB INCORPORATED,686,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,PALACE HOTEL,1876,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA MEMORIAL RSA,239,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,THE GRAND TAVERN,1488,2015-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,WAIHOU TAVERN,984,2015-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MASONIC HOTEL,1885,2015-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MEEANEE HOTEL,1289,2015-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,TARADALE CLUB,492,2015-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,THE BAY VIEW,1663,2015-03-01,31
NAPIER CITY,Maraenui/ Onekawa/ Westshore,SIDELINE BAR,741,2015-03-01,31
NAPIER CITY,Taradale,TARADALE AND DISTRICT RSA,543,2015-03-01,31
NAPIER CITY,Taradale,TARADALE TAVERN,736,2015-03-01,31
NAPIER CITY,Taradale,THE DUKE OF GLOUCESTER,1620,2015-03-01,31
NAPIER CITY,Taradale,THE HORSE AND HARVEST FAMILY RESTAURANT AND ALE HOUSE,1538,2015-03-01,31
NAPIER CITY,Napier City/Marewa,NAPIER RSA,1784,2015-03-01,31
NAPIER CITY,Napier City/Marewa,THE WINDSOCK,1284,2015-03-01,31
NAPIER CITY,Napier City/Marewa,THE STATION,1875,2015-03-01,31
NELSON CITY,Nelson Central,623 IN THE CITY,358,2015-03-01,31
NELSON CITY,Nelson Central,OCEAN LODGE HOTEL,1056,2015-03-01,31
NELSON CITY,Nelson Central,POST BOY HOTEL,1123,2015-03-01,31
NELSON CITY,Nelson Central,WAKATU HOTEL,658,2015-03-01,31
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,TURF HOTEL,1078,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,CINEMA EXPRESS CAFE AND BAR,1918,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,CROWDED HOUSE BAR & CAFE,970,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,ICON'S STADIUM BAR,1028,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,NAG N NOGGIN,972,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,NEW PLYMOUTH CLUB,267,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,PEGGY GORDONS,1254,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,STUMBLE INN & CAFE,1958,2015-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE SALTY DOG CAFE & BAR,999,2015-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SHIFTY'S SPORTS BAR & TAB,1114,2015-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SPORTY'S CAFE/BAR,1767,2015-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,TAB FITZROY,2000123,2015-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,URENUI BAY HOTEL,2000145,2015-03-01,31
OPOTIKI DISTRICT,Opotiki/ Te Kaha,MASONIC HOTEL,1268,2015-03-01,31
OPOTIKI DISTRICT,Opotiki/ Te Kaha,SLIM'S BAR,942,2015-03-01,31
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,THE MARINER,36,2015-03-01,31
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,TITAHI BAY BOWLING CLUB,141,2015-03-01,31
QUEENSTOWN-LAKES DISTRICT,Wanaka,WANAKA BULLOCK BAR,1928,2015-03-01,31
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,FRANKTON ARM TAVERN,1315,2015-03-01,31
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,NEW ORLEANS HOTEL,1866,2015-03-01,31
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,PUB ON WHARF,2000259,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,HENNESSY'S IRISH BAR,1945,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,KASPERS SPORTS BAR,1514,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,MO'S BAR,1103,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,ROTORUA CITIZENS CLUB,340,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,RUCK N MAUL,643,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,THE FENTONS BAR,368,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,THE SIDEPOCKET BAR,374,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,VC'S TURF BAR,1898,2015-03-01,31
ROTORUA DISTRICT,Rotorua Central,WEST END TAVERN,1322,2015-03-01,31
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,MITCHELL DOWNS TAVERN,1923,2015-03-01,31
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,ROTORUA CLUB,2000287,2015-03-01,31
ROTORUA DISTRICT,Ngongotaha/ Selwyn Heights,VILLAGE SPORTS BAR/CAFE,1490,2015-03-01,31
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,ROTORUA COMMERCIAL TRAVELLERS ASSOCIATION INCORPORATED,264,2015-03-01,31
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,WOOLSHED TAVERN,1408,2015-03-01,31
RUAPEHU DISTRICT,Taumarunui Central,TAUMARUNUI COSMOPOLITAN CLUB,136,2015-03-01,31
RUAPEHU DISTRICT,Taumarunui Central,TAUMARUNUI RSA CLUB,261,2015-03-01,31
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,OASIS HOTEL (WAIOURU),1608,2015-03-01,31
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,OHAKUNE CLUB,365,2015-03-01,31
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,RAETIHI COSMOPOLITAN CLUB INC,657,2015-03-01,31
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,CLARENDON HOTEL,1649,2015-03-01,31
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,SOUTH TARANAKI CLUB,325,2015-03-01,31
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,WHITE HART HOTEL (HAWERA),1008,2015-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,CLUB HOTEL,1466,2015-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,CORONATION HOTEL,1360,2015-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,OPUNAKE SURF INN,1194,2015-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,WAIMATE HOTEL MANAIA,1283,2015-03-01,31
SOUTH WAIKATO DISTRICT,Tokoroa,THE TREES TAVERN,1703,2015-03-01,31
SOUTH WAIKATO DISTRICT,Tokoroa,TOKOROA CLUB,284,2015-03-01,31
SOUTH WAIKATO DISTRICT,Tokoroa,TOKOROA COSMOPOLITAN CLUB,199,2015-03-01,31
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,HOG AND HOUNDS SPORTS BAR,1972,2015-03-01,31
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,THE CROWN & ANCHOR,2000158,2015-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,PIONEER TAVERN,862,2015-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,THREE RIVERS HOTEL,872,2015-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,TOKANUI TAVERN,873,2015-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,WALLACETOWN TAVERN,1004,2015-03-01,31
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,RIVERSDALE HOTEL,1237,2015-03-01,31
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU HOTEL (TUATAPERE),1464,2015-03-01,31
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU TOWN & COUNTRY CLUB,521,2015-03-01,31
SOUTHLAND DISTRICT,Te Anau,RANCH CAFE AND BAR,1251,2015-03-01,31
SOUTHLAND DISTRICT,Te Anau,TE ANAU CLUB,723,2015-03-01,31
SOUTHLAND DISTRICT,Te Anau,MOOSE TAVERN,1722,2015-03-01,31
TARARUA DISTRICT,Pahiatua,CLUB HOTEL,1363,2015-03-01,31
TARARUA DISTRICT,Pahiatua,TARARUA CLUB,356,2015-03-01,31
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,BRIGHTWATER MOTOR INN,1591,2015-03-01,31
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,TAPAWERA HOTEL,988,2015-03-01,31
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,WAKEFIELD HOTEL,1647,2015-03-01,31
TASMAN DISTRICT,Richmond,CLUB WAIMEA,215,2015-03-01,31
TASMAN DISTRICT,Richmond,THE STABLES,1407,2015-03-01,31
TASMAN DISTRICT,Richmond,STAR AND GARTER TAVERN,1593,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,CRUZAZ BAR CAFE,631,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,JUDEA TAVERN,1919,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,MARTY'S POOL BAR,674,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,MCSWIGGANS IRISH PUB,1677,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,RENNERS BAR,1455,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,ROSSCO'S CAFE AND BAR,1640,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,TAB CAMERON ROAD,2000238,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,TAURANGA CITIZENS CLUB,63,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,TAURANGA GAME FISHING CLUB (INC),137,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,TENPIN TAURANGA,606,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,WELCOME BAY SPORTS BAR,1975,2015-03-01,31
TAURANGA DISTRICT,Tauranga Central,WORLDS END,831,2015-03-01,31
TAURANGA DISTRICT,Mt Maunganui,CHEERS TAVERN,1643,2015-03-01,31
TAURANGA DISTRICT,Mt Maunganui,IMBIBE,2000255,2015-03-01,31
TAURANGA DISTRICT,Mt Maunganui,MOUNT MELLICK,826,2015-03-01,31
TAURANGA DISTRICT,Mt Maunganui,ROSIE O'GRADYS IRISH PUB,373,2015-03-01,31
TAURANGA DISTRICT,Mt Maunganui,TAB MOUNT MAUNGANUI,2000241,2015-03-01,31
TAURANGA DISTRICT,Mt Maunganui,CLUB MOUNT MAUNGANUI,2000291,2015-03-01,31
TAURANGA DISTRICT,Greerton/ Papamoa,TAURANGA RSA,1844,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,ADMIRALS ARMS,1506,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,COROMANDEL HOTEL,627,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,ROYAL OAK HOTEL,70,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,STAR & GARTER HOTEL,2000078,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Thames,KOPU STATION HOTEL,650,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Thames,PUNTERS SPORTS BAR,996,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Thames,THAMES COAST BOWLING CLUB INCORPORATED,1783,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA CLUB INCORPORATED,932,2015-03-01,31
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA RETURNED SERVICES ASSOCIATION INCORPORATED,550,2015-03-01,31
TIMARU DISTRICT,Geraldine,CROWN HERITAGE HOTEL,882,2015-03-01,31
TIMARU DISTRICT,Geraldine,PLEASANT POINT HOTEL,1545,2015-03-01,31
TIMARU DISTRICT,Geraldine,VILLAGE INN,2000109,2015-03-01,31
TIMARU DISTRICT,Temuka,CROWN HOTEL,1155,2015-03-01,31
