TA,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
tauranga district,Mt Maunganui,CLUB MOUNT MAUNGANUI,2000291,2015-12-01,31
tauranga district,Greerton/ Papamoa,TAURANGA RSA,1844,2015-12-01,31
thames-coromandel district,Coromandel,ADMIRALS ARMS,1506,2015-12-01,31
thames-coromandel district,Coromandel,COROMANDEL HOTEL,627,2015-12-01,31
thames-coromandel district,Coromandel,ROYAL OAK HOTEL,70,2015-12-01,31
thames-coromandel district,Coromandel,STAR & GARTER HOTEL,2000078,2015-12-01,31
thames-coromandel district,Thames,KOPU STATION HOTEL,650,2015-12-01,31
thames-coromandel district,Thames,PUNTERS SPORTS BAR,996,2015-12-01,31
thames-coromandel district,Thames,THAMES COAST BOWLING CLUB INCORPORATED,1783,2015-12-01,31
thames-coromandel district,Whangamata,WHANGAMATA CLUB INCORPORATED,932,2015-12-01,31
thames-coromandel district,Whangamata,WHANGAMATA RETURNED SERVICES ASSOCIATION INCORPORATED,550,2015-12-01,31
timaru district,Geraldine,CROWN HERITAGE HOTEL,882,2015-12-01,31
timaru district,Geraldine,PLEASANT POINT HOTEL,1545,2015-12-01,31
timaru district,Geraldine,VILLAGE INN,2000109,2015-12-01,31
timaru district,Temuka,CROWN HOTEL,1155,2015-12-01,31
timaru district,Temuka,TEMUKA HOTEL,1278,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,CHARLTON'S SILVERSTREAM,59,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,GLASSHOUSE BAR & CAFE,976,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,QUINN'S POST TAVERN,56,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,RIMUTAKA TAVERN,307,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TAB UPPER HUTT,2000254,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TOTE PUB & PIZZA FURNACE,45,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT CLUB,511,2015-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT COSMOPOLITAN CLUB,343,2015-12-01,31
waikato district,Ngaruwahia,DELTA HOTEL,1354,2015-12-01,31
waikato district,Ngaruwahia,NGARUAWAHIA RSA MEMORIAL CLUB,148,2015-12-01,31
waikato district,Huntly,ESSEX ARMS,415,2015-12-01,31
waikato district,Huntly,HUNTLY RSA,488,2015-12-01,31
waikato district,Huntly,MCGINTY'S TURF & SPORTS BAR,1914,2015-12-01,31
waikato district,Raglan/ Taupiri/ Whatawhata,HARBOUR VIEW HOTEL,1361,2015-12-01,31
waikato district,Raglan/ Taupiri/ Whatawhata,RAGLAN CLUB INCORPORATED,201,2015-12-01,31
waikato district,Raglan/ Taupiri/ Whatawhata,TAUPIRI TAVERN,640,2015-12-01,31
waikato district,Maramarua/ Rangiriri/ Te Kauwhata,RANGIRIRI HOTEL,613,2015-12-01,31
waikato district,Maramarua/ Rangiriri/ Te Kauwhata,RED FOX TAVERN,506,2015-12-01,31
waikato district,Maramarua/ Rangiriri/ Te Kauwhata,TE KAUWHATA TRUST TAVERN,869,2015-12-01,31
waimakariri district,Rangiora,PLOUGH HOTEL,1532,2015-12-01,31
waimakariri district,Rangiora,RANGIORA RSA CLUB,547,2015-12-01,31
waimate district,Waimate,WAIMATE TOWN & COUNTRY CLUB,259,2015-12-01,31
waipa district,Kihikihi/ Pirongia/ Te Awamutu,JOY'S PLACE,1261,2015-12-01,31
waipa district,Kihikihi/ Pirongia/ Te Awamutu,TE AWAMUTU & DISTRICT MEMORIAL RSA,499,2015-12-01,31
waipa district,Kihikihi/ Pirongia/ Te Awamutu,WAIPA WORKINGMENS CLUB INC,197,2015-12-01,31
waipa district,Cambridge,CAMBRIDGE COSMOPOLITAN CLUB,251,2015-12-01,31
waipa district,Cambridge,MASONIC HOTEL (CAMBRIDGE),1508,2015-12-01,31
waipa district,Cambridge,PRINCE ALBERT TAVERN,1976,2015-12-01,31
waipa district,Cambridge,THE CLUBHOUSE CAFE & SPORTS BAR,1399,2015-12-01,31
wairoa district,Mahia Beach/ Wairoa,FERRY HOTEL,1836,2015-12-01,31
wairoa district,Mahia Beach/ Wairoa,WAIROA CLUB,219,2015-12-01,31
waitaki district,Oamaru,GALLEON COMPLEX,1943,2015-12-01,31
waitaki district,Oamaru,NORTHSTAR MOTELS RESTAURANT AND BAR,824,2015-12-01,31
waitaki district,Oamaru,OAMARU CLUB,367,2015-12-01,31
waitaki district,Kurow/ Omarama/ Otematata,KUROW HOTEL,1563,2015-12-01,31
waitaki district,Kurow/ Omarama/ Otematata,OTEMATATA DISTRICT CLUB,548,2015-12-01,31
waitaki district,Kurow/ Omarama/ Otematata,WAITAKI HOTEL,1243,2015-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF CLUB INC,192,2015-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF HOTEL,945,2015-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,RED LION INN,1917,2015-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,SPORTZ BAR,588,2015-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,TAB WANGANUI,2000125,2015-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,THE GRAND HOTEL,1787,2015-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,WANGANUI EAST CLUB,347,2015-12-01,31
wellington city,Wellington Central,CAMBRIDGE HOTEL,1868,2015-12-01,31
wellington city,Wellington Central,HOTEL BRISTOL,1882,2015-12-01,31
wellington city,Wellington Central,JJ MURPHYS,1032,2015-12-01,31
wellington city,Wellington Central,LOVELOCKS SPORTS BAR,1115,2015-12-01,31
wellington city,Wellington Central,TAB COURTENAY PLACE,895,2015-12-01,31
wellington city,Wellington Central,THE GREEN MAN,2000249,2015-12-01,31
wellington city,Crofton Downs/ Hataitai/ Miramar/ Newlands,THE CUTTING SPORTS CAFE,940,2015-12-01,31
wellington city,Johnsonville/Tawa South,CLOCKWORKS,675,2015-12-01,31
wellington city,Johnsonville/Tawa South,JOHNSONVILLE CLUB,1151,2015-12-01,31
wellington city,Johnsonville/Tawa South,TAWA RSA,409,2015-12-01,31
wellington city,Johnsonville/Tawa South,THE INNKEEPER OF JOHNSONVILLE,871,2015-12-01,31
wellington city,Johnsonville/Tawa South,1841 BAR & RESTAURANT,1015,2015-12-01,31
western bay of plenty district,Katikati,FORTA LEZA RESTAURANT,370,2015-12-01,31
western bay of plenty district,Katikati,TALISMAN HOTEL,1438,2015-12-01,31
western bay of plenty district,Katikati,THE BOOHAI,1052,2015-12-01,31
western bay of plenty district,Te Puke,TE PUKE CITIZENS CLUB,352,2015-12-01,31
western bay of plenty district,Te Puke,TE PUKE HOTEL,1934,2015-12-01,31
western bay of plenty district,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,TE PUNA TAVERN,618,2015-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,BEACHFRONT HOTEL,1827,2015-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,FOX GLACIER HOTEL,2000085,2015-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,HOKITIKA CHARTERED CLUB,262,2015-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,PIONEER HOTEL,1637,2015-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,RAILWAY HOTEL,1131,2015-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,STUMPERS,1138,2015-12-01,31
whakatane district,Edgecumbe/ Matata/ Te Teko,MATATA HOTEL,1342,2015-12-01,31
whakatane district,Edgecumbe/ Matata/ Te Teko,PLAINS HOTEL,1318,2015-12-01,31
whangarei district,Whangarei Central,KENSINGTON CLUB,477,2015-12-01,31
whangarei district,Whangarei Central,KENSINGTON TAVERN,1854,2015-12-01,31
whangarei district,Whangarei Central,NGUNGURU SPORTS COMPLEX,748,2015-12-01,31
whangarei district,Whangarei Central,NORTHLAND CLUB INC,154,2015-12-01,31
whangarei district,Whangarei Central,ONERAHI TAVERN,1429,2015-12-01,31
whangarei district,Whangarei Central,POROTI TAVERN,1412,2015-12-01,31
whangarei district,Whangarei Central,THE GRAND HOTEL (WHANGAREI),2010,2015-12-01,31
whangarei district,Whangarei Central,THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED,97,2015-12-01,31
whangarei district,Whangarei Central,TOTE & POKE,1265,2015-12-01,31
ashburton district,Ashburton,ASHBURTON CLUB & MUTUAL SCHOOL OF ARTS INC,378,2016-12-01,31
ashburton district,Ashburton,ASHBURTON RSA,1180,2016-12-01,31
ashburton district,Ashburton,DEVON TAVERN,704,2016-12-01,31
ashburton district,Ashburton,HOTEL ASHBURTON,710,2016-12-01,31
ashburton district,Ashburton,TINWALD TAVERN,711,2016-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,BLUE PUB,1136,2016-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,HINDS TAVERN,701,2016-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,SOUTH RAKAIA HOTEL,1696,2016-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,THE BROWN PUB,966,2016-12-01,31
auckland city,Newton,CHARLIES BAR,1406,2016-12-01,31
auckland city,Newton,FAMILY,585,2016-12-01,31
auckland city,Newton,MERCURY BAR,790,2016-12-01,31
auckland city,Otahuhu,MILESTONE BAR,1938,2016-12-01,31
auckland city,Otahuhu,STAR HOTEL,977,2016-12-01,31
auckland city,Otahuhu,GEMINI BAR,1192,2016-12-01,31
auckland city,Onehunga,ARTHURS BAR & GRILL,1094,2016-12-01,31
auckland city,Onehunga,ONEHUNGA & DISTRICT RSA,712,2016-12-01,31
auckland city,Onehunga,ONEHUNGA WORKINGMEN'S CLUB,463,2016-12-01,31
auckland city,Onehunga,THE LANDING SEAFOOD RESTAURANT & BAR,1790,2016-12-01,31
auckland city,Onehunga,TRIDENT TAVERN,289,2016-12-01,31
auckland city,Epsom/ Mt Eden/ Parnell,THE AUCKLAND TROTTING CLUB,179,2016-12-01,31
auckland city,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,BLOCKHOUSE BAY BOWLING CLUB,731,2016-12-01,31
auckland city,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,HOPS N HOOVES,811,2016-12-01,31
auckland city,Point Chevalier,HARLEQUINS,581,2016-12-01,31
auckland city,Point Chevalier,POINT CHEVALIER BOWLING CLUB,1387,2016-12-01,31
auckland city,Point Chevalier,THE CROWN HOTEL,575,2016-12-01,31
auckland city,Balmoral/ Glen Innes/ Kingsland,JACKS,1391,2016-12-01,31
auckland city,Balmoral/ Glen Innes/ Kingsland,TAB GLEN INNES,902,2016-12-01,31
auckland city,Balmoral/ Glen Innes/ Kingsland,THE COURTYARD BAR,1847,2016-12-01,31
auckland city,Panmure,LANDMARK BAR & EATERY,345,2016-12-01,31
auckland city,Panmure,MT WELLINGTON BOWLING CLUB,539,2016-12-01,31
auckland city,Panmure,THE CORNER BAR,344,2016-12-01,31
auckland city,Avondale/ Grey Lynn/ Herne Bay,AVONDALE RETURNED SERVICES ASSOCIATION,362,2016-12-01,31
auckland city,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN RETURNED SERVICES SOCIAL CLUB INCORPORATED,399,2016-12-01,31
auckland city,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN TAVERN,795,2016-12-01,31
buller district,Westport,BLACK AND WHITE HOTEL,1628,2016-12-01,31
buller district,Westport,CLUB BULLER,359,2016-12-01,31
buller district,Westport,COSMOPOLITAN HOTEL,270,2016-12-01,31
buller district,Westport,CRITERION HOTEL (WESTPORT),10,2016-12-01,31
central otago district,Alexandra,ALEXANDRA DISTRICT CLUB,68,2016-12-01,31
central otago district,Alexandra,CRITERION CLUB HOTEL,1650,2016-12-01,31
central otago district,Alexandra,STADIUM TAVERN,953,2016-12-01,31
central otago district,Cromwell,CROMWELL BREW HOUSE,1420,2016-12-01,31
central otago district,Cromwell,CROMWELL TOWN & COUNTRY CLUB,112,2016-12-01,31
central otago district,Cromwell,VICTORIA ARMS HOTEL,1715,2016-12-01,31
chatham islands district,Chatham Islands,HOTEL CHATHAMS,33,2016-12-01,31
clutha district,Kaitangata/ Milton/ Owaka,CATLINS INN,879,2016-12-01,31
clutha district,Kaitangata/ Milton/ Owaka,WHITE HORSE INN,877,2016-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,FOREST LODGE HOTEL,887,2016-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,HERIOT HOTEL,1548,2016-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,OAK TREE INN,825,2016-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,COACHES & HORSES INN,881,2016-12-01,31
clutha district,Balclutha,HOTEL SOUTH OTAGO,889,2016-12-01,31
clutha district,Balclutha,ROSEBANK LODGE,865,2016-12-01,31
clutha district,Balclutha,SOUTH OTAGO TOWN AND COUNTRY CLUB,426,2016-12-01,31
dunedin city,Concord/ Kew/ Mornington,CONCORD INN,848,2016-12-01,31
dunedin city,Concord/ Kew/ Mornington,MORNINGTON TAVERN,1723,2016-12-01,31
dunedin city,Concord/ Kew/ Mornington,WATERLOO HOTEL,1072,2016-12-01,31
dunedin city,Mosgiel,CROFTERS ARMS HOTEL,818,2016-12-01,31
dunedin city,Mosgiel,MOSGIEL TAVERN,1495,2016-12-01,31
dunedin city,Mosgiel,NELLIES HOTEL,851,2016-12-01,31
dunedin city,St Kilda,FORBURY SPORTS BAR & FUNCTION CENTRE,1533,2016-12-01,31
dunedin city,St Kilda,OCEAN BEACH HOTEL,843,2016-12-01,31
far north district,Kaitaia,FAR NORTH (KAITAIA) RSA,914,2016-12-01,31
far north district,Kaitaia,MUSSEL ROCK,760,2016-12-01,31
far north district,Paihia,KLONDIKE ALE HOUSE,1676,2016-12-01,31
far north district,Paihia,PAIHIA EX-SERVICEMEN'S ASSOCIATION,936,2016-12-01,31
far north district,Kaikohe,THE BANK BAR,763,2016-12-01,31
far north district,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KLONDIKES SEAFOOD CAFE AND TAVERN,1531,2016-12-01,31
far north district,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KAWAKAWA AND DISTRICT RSA,694,2016-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE COSMOPOLITAN CLUB INC,552,2016-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE TATAPOURI SPORTS FISHING CLUB,82,2016-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,RUATORIA HOTEL,1871,2016-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,THE RIVERS,2000093,2016-12-01,31
gore district,Gore/ Mataura,CROYDON LODGE,2000258,2016-12-01,31
gore district,Gore/ Mataura,FALLS HOTEL,883,2016-12-01,31
gore district,Gore/ Mataura,GORE DISTRICT MEMORIAL RSA INC,1208,2016-12-01,31
gore district,Gore/ Mataura,GORE TOWN & COUNTRY CLUB,1178,2016-12-01,31
gore district,Gore/ Mataura,LONGFORD TAVERN,891,2016-12-01,31
gore district,Gore/ Mataura,MATAURA RSA,1215,2016-12-01,31
gore district,Gore/ Mataura,TRAFFERS INN,874,2016-12-01,31
hamilton city,Claudelands,5 CROSSROADS SPORTS BAR AND CAFE,633,2016-12-01,31
hamilton city,Claudelands,HAMILTON COSMOPOLITAN CLUB INCORPORATED,699,2016-12-01,31
hamilton city,Claudelands,HILLCREST TAVERN,834,2016-12-01,31
hamilton city,Frankton,ALEWAYS HOTEL,1350,2016-12-01,31
hamilton city,Hamilton Central,HAMILTON COMBINED RETURNED SERVICES CLUB INCORPORATED,109,2016-12-01,31
hamilton city,Hamilton Central,HAMILTON WORKINGMEN'S CLUB,84,2016-12-01,31
hamilton city,Hamilton Central,SMITH & MCKENZIE CHOPHOUSE,1425,2016-12-01,31
hamilton city,Hamilton Central,STILL WORKING,762,2016-12-01,31
hamilton city,Hamilton Central,TAB TE RAPA,2000239,2016-12-01,31
hamilton city,Hamilton Central,THE DINSDALE OFFICE,755,2016-12-01,31
hamilton city,Hamilton Central,THE RIV,1242,2016-12-01,31
hamilton city,Hamilton Central,WAIKATO COMMERCE CLUB,446,2016-12-01,31
hamilton city,Hamilton Central,BAR 101,1148,2016-12-01,31
hamilton city,Hamilton Central,THE QUADRANT,1915,2016-12-01,31
hamilton city,Dinsdale/ Hillcrest/ Pukete,DINSDALE TAVERN,1035,2016-12-01,31
hamilton city,Dinsdale/ Hillcrest/ Pukete,THE COCK AND BULL (HAMILTON),2000215,2016-12-01,31
hamilton city,Glenview/ hamilton East,EASTSIDE TAVERN,1092,2016-12-01,31
hamilton city,Glenview/ hamilton East,GLENVIEW CLUB,507,2016-12-01,31
hamilton city,Nawton/ Te Rapa,TE RAPA TAVERN,1902,2016-12-01,31
hamilton city,Nawton/ Te Rapa,YARDHOUSE,590,2016-12-01,31
hastings district,Hastings Central,MAGPIES,732,2016-12-01,31
hastings district,Hastings Central,NATIONAL SERVICE CLUB,444,2016-12-01,31
hastings district,Hastings Central,STORTFORD LODGE SOCIAL CLUB,676,2016-12-01,31
hastings district,Hastings Central,TAB STORTFORD LODGE,896,2016-12-01,31
hastings district,Hastings Central,THE ELBOWROOM SPORTS BAR,735,2016-12-01,31
hastings district,Hastings Central,ZABEELS SPORTS BAR,679,2016-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,CLIVE HOTEL,733,2016-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,FLAXMERE TAVERN,305,2016-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,HAVELOCK NORTH CLUB,501,2016-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,TURK'S BAR,737,2016-12-01,31
horowhenua district,Levin,FATBOYZ BAR COBB AND CO,395,2016-12-01,31
horowhenua district,Levin,LEVIN CLUB,659,2016-12-01,31
horowhenua district,Levin,LEVIN COSMOPOLITAN CLUB,439,2016-12-01,31
horowhenua district,Levin,LEVIN SPORTS BAR,1456,2016-12-01,31
horowhenua district,Levin,O'MALLEY'S BAR,1262,2016-12-01,31
horowhenua district,Foxton/Mangaore-Manakau/ Shannon,FOXTON RETURNED SERVICES ASSOCIATION,98,2016-12-01,31
invercargill city,Appleby/ Glengarry/ Strathern,GLENGARRY TAVERN AKA EASTERN SUBURBS TAVERN,1170,2016-12-01,31
invercargill city,Appleby/ Glengarry/ Strathern,NORTHERN TAVERN,527,2016-12-01,31
invercargill city,Appleby/ Glengarry/ Strathern,SOUTHLAND TAVERN,528,2016-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,CLIFTON CLUB INN,1167,2016-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,GLASINE CAFE,1329,2016-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,GOLDEN AGE TAVERN,1044,2016-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,NEWFIELD TAVERN,1168,2016-12-01,31
kaipara district,Dargaville,NORTHERN WAIROA HOTEL,636,2016-12-01,31
kaipara district,Dargaville,NORTHERN WAIROA RETURNED SERVICES ASSOCIATION,672,2016-12-01,31
kapiti coast district,Paraparaumu,GOLDEN COAST CHARTERED CLUB,516,2016-12-01,31
kapiti coast district,Paraparaumu,KAPITI CLUB,471,2016-12-01,31
kapiti coast district,Paraparaumu,THE PINETREE ARMS,1457,2016-12-01,31
kapiti coast district,Otaki,FAMILY HOTEL,1441,2016-12-01,31
kapiti coast district,Otaki,OTAKI RSA CLUBROOMS,265,2016-12-01,31
kapiti coast district,Otaki,PUNTERS CORNER SPORTS BAR AND TAB,1437,2016-12-01,31
kapiti coast district,Otaki,THE RAILWAY HOTEL,907,2016-12-01,31
kapiti coast district,Paekakariki/ Raumati/ Waikanae,FINNS PAEKAKARIKI,1907,2016-12-01,31
kapiti coast district,Paekakariki/ Raumati/ Waikanae,WAIKANAE CHARTERED CLUB,235,2016-12-01,31
kawerau district,Kawerau,CAYMAN SPORTS BAR,1046,2016-12-01,31
lower hutt city,Lower Hutt Central,THE BIG CHILL,1761,2016-12-01,31
lower hutt city,Petone,PETONE SPORTS BAR,1834,2016-12-01,31
lower hutt city,Petone,PETONE WORKINGMENS CLUB,104,2016-12-01,31
lower hutt city,Wainuiomata,EDDY'S BAR & CAFE,859,2016-12-01,31
lower hutt city,Wainuiomata,TAB WAINUIOMATA,2000124,2016-12-01,31
lower hutt city,Wainuiomata,WAINUIOMATA BOWLING CLUB,149,2016-12-01,31
mackenzie district,Fairlie/ Lake Tekapo/ Twizel,COMBINED SERVICES CLUB,195,2016-12-01,31
mackenzie district,Fairlie/ Lake Tekapo/ Twizel,FAIRLIE HOTEL,1625,2016-12-01,31
mackenzie district,Fairlie/ Lake Tekapo/ Twizel,TOP HUT,1605,2016-12-01,31
marlborough district,Blenheim,CLUBS OF MARLBOROUGH,34,2016-12-01,31
marlborough district,Blenheim,CRITERION HOTEL (BLENHEIM),1572,2016-12-01,31
marlborough district,Blenheim,FAIRWEATHER ON SCOTT,2000240,2016-12-01,31
marlborough district,Blenheim,GROVE TAVERN,725,2016-12-01,31
marlborough district,Blenheim,REDWOOD TAVERN,60,2016-12-01,31
marlborough district,Blenheim,SPRINGLANDS TAVERN,1896,2016-12-01,31
marlborough district,Picton,THE CROW TAVERN,1626,2016-12-01,31
marlborough district,Havelock/ Renwick/ Seddon/ Spring Creek,HAVELOCK HOTEL,1549,2016-12-01,31
marlborough district,Havelock/ Renwick/ Seddon/ Spring Creek,TROUT HOTEL,1667,2016-12-01,31
marlborough district,Havelock/ Renwick/ Seddon/ Spring Creek,WOODBOURNE TAVERN,1859,2016-12-01,31
masterton district,Masterton,KURIPUNI TAVERN,304,2016-12-01,31
masterton district,Masterton,WAIRARAPA SERVICES & CITIZENS CLUB,324,2016-12-01,31
matamata-piako district,Matamata,MATAMATA CLUB INCORPORATED,338,2016-12-01,31
matamata-piako district,Matamata,TRAC SPORTS BAR,375,2016-12-01,31
matamata-piako district,Morrinsville,MORRINSVILLE DISTRICT RSA,322,2016-12-01,31
matamata-piako district,Morrinsville,NOTTINGHAM CASTLE HOTEL,1150,2016-12-01,31
matamata-piako district,Morrinsville,TOP PUB,1118,2016-12-01,31
matamata-piako district,Morrinsville,TOWN AND COUNTRY CLUB INCORPORATED,686,2016-12-01,31
matamata-piako district,Tahuna/ Te Aroha/ Waihou-Walton,PALACE HOTEL,1876,2016-12-01,31
matamata-piako district,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA MEMORIAL RSA,239,2016-12-01,31
matamata-piako district,Tahuna/ Te Aroha/ Waihou-Walton,THE GRAND TAVERN,1488,2016-12-01,31
matamata-piako district,Tahuna/ Te Aroha/ Waihou-Walton,WAIHOU TAVERN,984,2016-12-01,31
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MASONIC HOTEL,1885,2016-12-01,31
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MEEANEE HOTEL,1289,2016-12-01,31
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,TARADALE CLUB,492,2016-12-01,31
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,THE BAY VIEW,1663,2016-12-01,31
napier city,Maraenui/ Onekawa/ Westshore,SIDELINE BAR,741,2016-12-01,31
napier city,Taradale,TARADALE AND DISTRICT RSA,543,2016-12-01,31
napier city,Taradale,TARADALE TAVERN,736,2016-12-01,31
napier city,Taradale,THE DUKE OF GLOUCESTER,1620,2016-12-01,31
napier city,Taradale,THE HORSE AND HARVEST FAMILY RESTAURANT AND ALE HOUSE,1538,2016-12-01,31
napier city,Napier City/Marewa,NAPIER RSA,1784,2016-12-01,31
napier city,Napier City/Marewa,THE WINDSOCK,1284,2016-12-01,31
napier city,Napier City/Marewa,THE STATION,1875,2016-12-01,31
nelson city,Nelson Central,623 IN THE CITY,358,2016-12-01,31
nelson city,Nelson Central,OCEAN LODGE HOTEL,1056,2016-12-01,31
nelson city,Nelson Central,POST BOY HOTEL,1123,2016-12-01,31
nelson city,Nelson Central,WAKATU HOTEL,658,2016-12-01,31
nelson city,Port Nelson/ Stoke/ Tahunanui/ The Wood,TURF HOTEL,1078,2016-12-01,31
new plymouth district,New Plymouth Central,CINEMA EXPRESS CAFE AND BAR,1918,2016-12-01,31
new plymouth district,New Plymouth Central,CROWDED HOUSE BAR & CAFE,970,2016-12-01,31
new plymouth district,New Plymouth Central,ICON'S STADIUM BAR,1028,2016-12-01,31
new plymouth district,New Plymouth Central,NAG N NOGGIN,972,2016-12-01,31
new plymouth district,New Plymouth Central,NEW PLYMOUTH CLUB,267,2016-12-01,31
new plymouth district,New Plymouth Central,PEGGY GORDONS,1254,2016-12-01,31
new plymouth district,New Plymouth Central,STUMBLE INN & CAFE,1958,2016-12-01,31
new plymouth district,New Plymouth Central,THE SALTY DOG CAFE & BAR,999,2016-12-01,31
new plymouth district,Bell Block/ Fitzroy/ Urenui,SHIFTY'S SPORTS BAR & TAB,1114,2016-12-01,31
new plymouth district,Bell Block/ Fitzroy/ Urenui,SPORTY'S CAFE/BAR,1767,2016-12-01,31
new plymouth district,Bell Block/ Fitzroy/ Urenui,TAB FITZROY,2000123,2016-12-01,31
new plymouth district,Bell Block/ Fitzroy/ Urenui,URENUI BAY HOTEL,2000145,2016-12-01,31
opotiki district,Opotiki/ Te Kaha,MASONIC HOTEL,1268,2016-12-01,31
opotiki district,Opotiki/ Te Kaha,SLIM'S BAR,942,2016-12-01,31
porirua city,Cannon’s Creek/ Titihi Bay/  Waitangirua,THE MARINER,36,2016-12-01,31
porirua city,Cannon’s Creek/ Titihi Bay/  Waitangirua,TITAHI BAY BOWLING CLUB,141,2016-12-01,31
queenstown-lakes district,Wanaka,WANAKA BULLOCK BAR,1928,2016-12-01,31
queenstown-lakes district,Arrowtown/ Frankton/Queenstown,FRANKTON ARM TAVERN,1315,2016-12-01,31
queenstown-lakes district,Arrowtown/ Frankton/Queenstown,NEW ORLEANS HOTEL,1866,2016-12-01,31
queenstown-lakes district,Arrowtown/ Frankton/Queenstown,PUB ON WHARF,2000259,2016-12-01,31
rotorua district,Rotorua Central,HENNESSY'S IRISH BAR,1945,2016-12-01,31
rotorua district,Rotorua Central,KASPERS SPORTS BAR,1514,2016-12-01,31
rotorua district,Rotorua Central,MO'S BAR,1103,2016-12-01,31
rotorua district,Rotorua Central,ROTORUA CITIZENS CLUB,340,2016-12-01,31
rotorua district,Rotorua Central,RUCK N MAUL,643,2016-12-01,31
rotorua district,Rotorua Central,THE FENTONS BAR,368,2016-12-01,31
rotorua district,Rotorua Central,THE SIDEPOCKET BAR,374,2016-12-01,31
rotorua district,Rotorua Central,VC'S TURF BAR,1898,2016-12-01,31
rotorua district,Rotorua Central,WEST END TAVERN,1322,2016-12-01,31
rotorua district,Fenton Park/ Mangakakahi/ Pukehangi,MITCHELL DOWNS TAVERN,1923,2016-12-01,31
rotorua district,Fenton Park/ Mangakakahi/ Pukehangi,ROTORUA CLUB,2000287,2016-12-01,31
rotorua district,Ngongotaha/ Selwyn Heights,VILLAGE SPORTS BAR/CAFE,1490,2016-12-01,31
